ID,CH1_GENRE
2375,Humor & Funny Stories
2375,Poetry
2375,Songs & Verse
2376,Humor & Funny Stories
2378,Humor & Funny Stories
2381,Science Fiction
2381,Media
2382,Fantasy
2382,Historical Fiction
2383,Media
2385,Humor & Funny Stories
2385,School Stories
2386,Horror & Supernatural
2388,Informative Nonfiction
2388,Records
2388,Fun Facts & Interactive
2389,Humor & Funny Stories
2389,Action & Adventure
2390,Humor & Funny Stories
2391,Media
2391,Records
2391,Fun Facts & Interactive
2393,Realistic Fiction
2393,Media
2394,Fantasy
2396,Action & Adventure
2396,Humor & Funny Stories
2396,Media
21,Biography & Autobiography
2397,School Stories
2397,Animal Stories
2398,Historical Fiction
2400,Humor & Funny Stories
2402,Realistic Fiction
2402,School Stories
2403,Media
2404,Realistic Fiction
2405,Fantasy
2405,Historical Fiction
2406,Humor & Funny Stories
2407,Realistic Fiction
2407,Young Adult
2408,School Stories
2409,Humor & Funny Stories
2410,Fantasy
2410,Historical Fiction
2414,Fantasy
2415,Fantasy
2415,Historical Fiction
2417,Fantasy
2417,Historical Fiction
2418,Science Fiction
2419,Fantasy
2419,Media
2420,Science Fiction
2420,Action & Adventure
2420,Young Adult
2421,Action & Adventure
2421,Fantasy
2422,Classics
2423,Humor & Funny Stories
2424,Action & Adventure
2424,Fantasy
2425,Informative Nonfiction
2425,Media
2426,School Stories
2426,Humor & Funny Stories
2432,Media
2433,Animal Stories
2435,Informative Nonfiction
2436,Informative Nonfiction
2436,Records
2436,Fun Facts & Interactive
2438,Fantasy
2440,Action & Adventure
2440,Media
2441,Animal Stories
2441,Humor & Funny Stories
2442,Biography & Autobiography
2447,Fantasy
2449,Action & Adventure
2450,Fantasy
2451,Humor & Funny Stories
2452,Action & Adventure
2452,Science Fiction
2452,Media
2453,Informative Nonfiction
2454,Informative Nonfiction
2455,Historical Fiction
2458,Fantasy
2459,Humor & Funny Stories
2460,Realistic Fiction
2460,School Stories
2461,Records
2461,Fun Facts & Interactive
2461,Informative Nonfiction
2462,Reference
2462,Records
2462,Fun Facts & Interactive
2464,Informative Nonfiction
2465,Informative Nonfiction
2467,Fantasy
2467,Young Adult
2468,Humor & Funny Stories
2471,Realistic Fiction
2471,Animal Stories
2472,Informative Nonfiction
2472,Media
2473,Informative Nonfiction
2474,Media
2475,Media
2475,Action & Adventure
2476,Informative Nonfiction
2476,Media
2477,Realistic Fiction
2477,Media
2478,Realistic Fiction
2479,Fantasy
2479,Action & Adventure
2480,Realistic Fiction
2481,Fantasy
2481,Historical Fiction
2482,Biography & Autobiography
2483,Media
2484,Narrative Nonfiction
2484,Media
2485,Action & Adventure
2486,Biography & Autobiography
2486,Poetry
2486,Songs & Verse
1356,Humor & Funny Stories
1356,Mystery & Suspense
2487,Mystery & Suspense
2487,Young Adult
2488,Biography & Autobiography
2489,School Stories
2490,Fantasy
2490,Historical Fiction
1208,School Stories
2494,Realistic Fiction
2497,Animal Stories
2498,Humor & Funny Stories
2498,Fantasy
2501,Humor & Funny Stories
2501,Media
2501,Young Adult
2502,Action & Adventure
2503,Realistic Fiction
2503,Young Adult
2504,Science Fiction
2504,Action & Adventure
2504,Media
2505,Realistic Fiction
2505,Young Adult
2508,Records
2508,Fun Facts & Interactive
2509,How-To
2509,Informative Nonfiction
2510,Horror & Supernatural
2511,Biography & Autobiography
2512,Science Fiction
2512,Action & Adventure
2512,Young Adult
2513,Humor & Funny Stories
2514,Fantasy
2515,Science Fiction
2515,Romance
2515,Young Adult
2516,Action & Adventure
2516,Science Fiction
2516,Young Adult
2517,Informative Nonfiction
2518,Fantasy
2518,Fairy Tales
2518,Folk Tales & Fables
2519,Realistic Fiction
2519,Media
2520,Humor & Funny Stories
2522,Informative Nonfiction
2522,Records
2522,Fun Facts & Interactive
2523,Action & Adventure
2524,Historical Fiction
2525,Records
2525,Fun Facts & Interactive
2525,Media
2526,Realistic Fiction
2526,Young Adult
2527,Media
2528,Fantasy
2528,Historical Fiction
2529,Humor & Funny Stories
2532,Fantasy
2532,Action & Adventure
2533,Realistic Fiction
2533,Historical Fiction
2534,Realistic Fiction
2536,Mystery & Suspense
2536,Action & Adventure
2539,Realistic Fiction
2539,Young Adult
2540,Realistic Fiction
2541,Informative Nonfiction
2541,Records
2541,Fun Facts & Interactive
2542,Poetry
2542,Songs & Verse
2543,Media
2544,School Stories
2545,Horror & Supernatural
2547,Informative Nonfiction
2551,Humor & Funny Stories
2552,Horror & Supernatural
2553,School Stories
2553,Poetry
2553,Songs & Verse
2555,Historical Fiction
2560,Media
2561,Action & Adventure
2561,Young Adult
2563,Horror & Supernatural
2564,Historical Fiction
2565,Science Fiction
2565,Action & Adventure
2565,Media
1760,Fairy Tales
1760,Folk Tales & Fables
1760,Humor & Funny Stories
2566,Mystery & Suspense
2568,Fantasy
2568,Fairy Tales
2568,Folk Tales & Fables
2568,Humor & Funny Stories
2569,Realistic Fiction
2570,Fantasy
2571,Fantasy
2573,Records
2573,Fun Facts & Interactive
2574,Fantasy
2575,Poetry
2575,Songs & Verse
2576,Historical Fiction
2577,Informative Nonfiction
2577,Records
2577,Fun Facts & Interactive
2578,Horror & Supernatural
2579,Fantasy
2579,Fairy Tales
2579,Folk Tales & Fables
2579,Humor & Funny Stories
2580,Realistic Fiction
2581,Humor & Funny Stories
2581,Mystery & Suspense
2582,Mystery & Suspense
2583,School Stories
2583,Animal Stories
2586,Fantasy
2586,Historical Fiction
2588,Informative Nonfiction
2589,Media
2590,Media
2590,Records
2590,Fun Facts & Interactive
2590,Science Fiction
2591,Narrative Nonfiction
2594,Historical Fiction
2594,Fantasy
2595,Realistic Fiction
2599,Fantasy
2599,Media
2600,Media
2602,Humor & Funny Stories
2603,Science Fiction
2603,Young Adult
2605,Humor & Funny Stories
2607,Fantasy
2609,Fantasy
2611,Records
2611,Fun Facts & Interactive
2613,Reference
2613,Records
2613,Fun Facts & Interactive
2616,Action & Adventure
2616,Mystery & Suspense
2617,Media
2618,School Stories
2620,Realistic Fiction
2620,Young Adult
2624,Mystery & Suspense
2624,Action & Adventure
2625,Action & Adventure
2625,Science Fiction
2625,Media
2628,Narrative Nonfiction
2629,Humor & Funny Stories
2630,Narrative Nonfiction
2633,Biography & Autobiography
2634,Horror & Supernatural
2635,Historical Fiction
2636,Mystery & Suspense
2638,Media
2639,Media
2640,Romance
2640,Young Adult
2642,Humor & Funny Stories
2643,Fantasy
2644,Historical Fiction
2646,Classics
2646,Fantasy
2647,Humor & Funny Stories
2649,Humor & Funny Stories
2649,Animal Stories
2652,Realistic Fiction
2654,Realistic Fiction
2654,Young Adult
2655,Mystery & Suspense
2655,Humor & Funny Stories
2656,Humor & Funny Stories
2656,Animal Stories
2658,Humor & Funny Stories
2658,Animal Stories
2659,Humor & Funny Stories
2659,Animal Stories
2660,Humor & Funny Stories
2660,Animal Stories
2661,Media
2663,Informative Nonfiction
2663,Records
2663,Fun Facts & Interactive
2666,Realistic Fiction
2667,Narrative Nonfiction
2673,Informative Nonfiction
2675,Biography & Autobiography
2681,Humor & Funny Stories
2682,Fantasy
2682,School Stories
2684,Historical Fiction
2685,Fairy Tales
2685,Folk Tales & Fables
2685,Media
2686,Fairy Tales
2686,Folk Tales & Fables
2686,Media
2687,Fairy Tales
2687,Folk Tales & Fables
2690,Myths & Legends
2691,Fairy Tales
2691,Folk Tales & Fables
2693,Media
2694,Fantasy
2695,School Stories
2696,Humor & Funny Stories
2698,Biography & Autobiography
2700,Action & Adventure
2700,Fantasy
2705,Records
2705,Fun Facts & Interactive
2705,Informative Nonfiction
2706,Fairy Tales
2706,Folk Tales & Fables
2706,Humor & Funny Stories
2709,Romance
2709,Young Adult
2711,Action & Adventure
2712,Realistic Fiction
2714,Informative Nonfiction
2715,How-To
2716,Fantasy
2716,Historical Fiction
2717,Science Fiction
2717,Action & Adventure
2717,Media
2719,Fantasy
2720,Narrative Nonfiction
2722,Action & Adventure
2722,Mystery & Suspense
2723,Action & Adventure
2723,Mystery & Suspense
2724,Fantasy
2724,Historical Fiction
2730,Informative Nonfiction
2731,Media
2733,Media
2009,Fantasy
2736,Humor & Funny Stories
2736,School Stories
2737,Humor & Funny Stories
2737,Media
2738,Humor & Funny Stories
2739,Media
2743,Science Fiction
2743,Action & Adventure
2747,Action & Adventure
2747,Media
2748,Fantasy
2748,Media
2749,Informative Nonfiction
2752,Informative Nonfiction
2754,Myths & Legends
2754,Classics
2754,Young Adult
2755,Fantasy
2755,Historical Fiction
2756,Humor & Funny Stories
2757,Realistic Fiction
2757,Young Adult
2758,Romance
2758,Realistic Fiction
2758,Young Adult
2759,Mystery & Suspense
2759,Realistic Fiction
2760,Action & Adventure
2762,Science Fiction
2762,Action & Adventure
2763,Informative Nonfiction
2764,Humor & Funny Stories
2764,Media
2766,Horror & Supernatural
2769,Horror & Supernatural
2769,Mystery & Suspense
2769,Young Adult
2770,Humor & Funny Stories
2770,Fairy Tales
2770,Folk Tales & Fables
2775,Humor & Funny Stories
2776,Fantasy
2778,Action & Adventure
2778,Humor & Funny Stories
1709,Realistic Fiction
2780,Fantasy
2780,Science Fiction
2780,Young Adult
2782,Mystery & Suspense
2782,Realistic Fiction
2787,Biography & Autobiography
2612,Fantasy
2789,Realistic Fiction
2790,Media
2791,Humor & Funny Stories
2792,Humor & Funny Stories
2792,Media
2793,Informative Nonfiction
2794,Media
2795,Narrative Nonfiction
2796,Narrative Nonfiction
2798,Action & Adventure
2798,Science Fiction
2798,Young Adult
2801,Humor & Funny Stories
2802,Records
2802,Fun Facts & Interactive
2802,Informative Nonfiction
2806,Mystery & Suspense
2806,Young Adult
2811,Action & Adventure
2811,Media
2812,Action & Adventure
2812,Media
2813,Media
2814,Fantasy
2815,Action & Adventure
2815,Media
2816,Informative Nonfiction
2816,Records
2816,Fun Facts & Interactive
2819,Animal Stories
2819,Historical Fiction
2821,Media
2822,Informative Nonfiction
2822,Reference
2827,Animal Stories
2828,Records
2828,Fun Facts & Interactive
2828,Informative Nonfiction
2829,Fantasy
2829,Action & Adventure
2830,Realistic Fiction
2831,Historical Fiction
2833,Fantasy
2833,Media
2838,Action & Adventure
2838,Media
2839,Action & Adventure
2839,Humor & Funny Stories
2839,Media
2841,Action & Adventure
2841,Media
2843,Historical Fiction
2844,Animal Stories
2844,Media
2845,Informative Nonfiction
2845,Records
2845,Fun Facts & Interactive
2848,Realistic Fiction
2849,Fantasy
2849,Media
2850,Action & Adventure
2850,Mystery & Suspense
2851,Fantasy
2851,Media
2852,Poetry
2852,Songs & Verse
2852,School Stories
2853,Humor & Funny Stories
2854,Classics
2854,Realistic Fiction
2854,Animal Stories
2855,Fantasy
2857,Humor & Funny Stories
306,Fantasy
306,Historical Fiction
2859,Realistic Fiction
2860,Fantasy
2865,Media
2867,Science Fiction
2867,Action & Adventure
2867,Media
47,Spooky Stories
2869,Historical Fiction
2870,Humor & Funny Stories
2873,Mystery & Suspense
2874,Science Fiction
2874,Action & Adventure
2874,Young Adult
2875,Media
2878,Humor & Funny Stories
2878,Media
2879,Fantasy
2879,Media
2880,Action & Adventure
2880,Humor & Funny Stories
2881,Humor & Funny Stories
2881,School Stories
2883,School Stories
2884,Action & Adventure
2884,Fantasy
2884,Media
2885,Fantasy
2885,Horror & Supernatural
2885,Young Adult
2886,Action & Adventure
2887,Humor & Funny Stories
2889,Fantasy
2889,Media
2890,Humor & Funny Stories
2890,Action & Adventure
2890,Media
2891,Humor & Funny Stories
2893,Fairy Tales
2893,Folk Tales & Fables
2893,Media
2894,Informative Nonfiction
2896,Action & Adventure
2896,Science Fiction
2896,Historical Fiction
2897,Realistic Fiction
2901,Action & Adventure
2901,Fantasy
2903,Action & Adventure
2903,Media
2908,Action & Adventure
2908,Fantasy
2909,Fairy Tales
2909,Folk Tales & Fables
2909,Media
2913,Records
2913,Fun Facts & Interactive
2917,Fantasy
2918,Fantasy
2919,Mystery & Suspense
2920,Realistic Fiction
2921,Historical Fiction
2922,Young Adult
2922,School Stories
2923,Realistic Fiction
2923,Young Adult
2924,Realistic Fiction
2924,Young Adult
2927,Informative Nonfiction
2928,Informative Nonfiction
2930,Realistic Fiction
2931,Mystery & Suspense
2932,Humor & Funny Stories
2934,Narrative Nonfiction
2935,Mystery & Suspense
2937,Humor & Funny Stories
2937,Media
2941,Informative Nonfiction
2941,Records
2941,Fun Facts & Interactive
2944,Humor & Funny Stories
2945,Fantasy
2945,Young Adult
2948,Mystery & Suspense
2948,Action & Adventure
2949,Mystery & Suspense
2949,Action & Adventure
2950,Narrative Nonfiction
2951,Fantasy
2952,Fantasy
2953,Narrative Nonfiction
2954,Fantasy
2955,Humor & Funny Stories
2955,Mystery & Suspense
2956,Narrative Nonfiction
2956,Records
2956,Fun Facts & Interactive
2958,Action & Adventure
2958,Media
2959,Humor & Funny Stories
2960,Fantasy
2960,Action & Adventure
2961,Humor & Funny Stories
2961,Media
2962,Fantasy
2965,Horror & Supernatural
2966,Reference
2968,Realistic Fiction
2969,Informative Nonfiction
2970,Informative Nonfiction
2970,Records
2970,Fun Facts & Interactive
2972,Realistic Fiction
2972,Media
2973,Informative Nonfiction
2973,Records
2973,Fun Facts & Interactive
2974,Poetry
2974,Songs & Verse
2976,How-To
2978,Action & Adventure
2978,Mystery & Suspense
2979,Informative Nonfiction
2979,Records
2979,Fun Facts & Interactive
2980,Fantasy
2983,Humor & Funny Stories
2984,Humor & Funny Stories
2990,Fairy Tales
2990,Folk Tales & Fables
2990,Humor & Funny Stories
2991,Fairy Tales
2991,Folk Tales & Fables
2991,Media
2992,Action & Adventure
2992,Media
2993,Action & Adventure
2993,Media
2997,Action & Adventure
2997,Science Fiction
3003,Informative Nonfiction
3003,Records
3003,Fun Facts & Interactive
3004,Realistic Fiction
3004,Mystery & Suspense
3010,Realistic Fiction
3010,Young Adult
3012,Informative Nonfiction
3013,Narrative Nonfiction
3014,Realistic Fiction
3015,Realistic Fiction
3018,Historical Fiction
3018,Mystery & Suspense
3020,Humor & Funny Stories
3020,Action & Adventure
3021,Animal Stories
3022,Records
3022,Fun Facts & Interactive
3023,School Stories
3024,Action & Adventure
3024,Fantasy
3025,Realistic Fiction
3026,Action & Adventure
3026,Fantasy
3026,Media
3030,Media
3033,Action & Adventure
3033,Media
3034,Young Adult
3034,Fantasy
3034,Romance
3036,Mystery & Suspense
3038,Reference
3041,Realistic Fiction
3042,Historical Fiction
3044,Fairy Tales
3044,Folk Tales & Fables
3044,Media
3045,Science Fiction
3045,Action & Adventure
3045,Media
3046,Mystery & Suspense
3048,Action & Adventure
3049,Informative Nonfiction
3049,Records
3049,Fun Facts & Interactive
3050,Informative Nonfiction
3055,Historical Fiction
3056,Action & Adventure
3056,Media
3062,Action & Adventure
3063,Humor & Funny Stories
3063,Fairy Tales
3063,Folk Tales & Fables
3066,Fantasy
3066,Historical Fiction
3068,Poetry
3068,Songs & Verse
3068,Myths & Legends
3069,Realistic Fiction
3070,Humor & Funny Stories
3070,School Stories
3072,Media
3074,Realistic Fiction
3074,Young Adult
3076,Action & Adventure
3076,Media
3077,Realistic Fiction
3078,Action & Adventure
3082,Historical Fiction
3082,Young Adult
3084,Classics
3084,Science Fiction
3085,Informative Nonfiction
3085,Records
3085,Fun Facts & Interactive
3086,Action & Adventure
3086,Science Fiction
3086,Media
3089,Humor & Funny Stories
3090,Realistic Fiction
3057,School Stories
3057,Humor & Funny Stories
3093,Records
3093,Fun Facts & Interactive
3093,Media
3097,Romance
3097,Realistic Fiction
3098,Humor & Funny Stories
3098,Realistic Fiction
3101,Records
3101,Fun Facts & Interactive
3105,Informative Nonfiction
3105,Records
3105,Fun Facts & Interactive
3106,Action & Adventure
3106,Mystery & Suspense
3107,Mystery & Suspense
3108,Media
3108,Action & Adventure
3109,Fantasy
3110,Fantasy
3110,Action & Adventure
3112,Fantasy
3112,Action & Adventure
3113,Fantasy
3113,School Stories
3117,Horror & Supernatural
3117,Mystery & Suspense
3120,Mystery & Suspense
3122,Mystery & Suspense
3126,Science Fiction
3126,Action & Adventure
3126,Media
2546,Fantasy
3129,Media
3131,Media
3134,Historical Fiction
3135,How-To
3136,How-To
3139,Fantasy
3139,Historical Fiction
3140,Fantasy
3140,Historical Fiction
3141,Media
3143,Informative Nonfiction
3148,Fantasy
3150,Mystery & Suspense
3150,Young Adult
3151,Action & Adventure
3151,Science Fiction
3151,Media
3152,Action & Adventure
3152,Media
1294,Action & Adventure
1294,Fantasy
3153,Realistic Fiction
3154,Animal Stories
3156,Realistic Fiction
3163,Records
3163,Fun Facts & Interactive
3163,Informative Nonfiction
3166,Action & Adventure
3166,Mystery & Suspense
3168,Historical Fiction
3169,Humor & Funny Stories
3170,Realistic Fiction
3170,Young Adult
3171,Narrative Nonfiction
3173,Romance
3175,Fantasy
3175,Young Adult
3179,Humor & Funny Stories
3179,School Stories
3181,Informative Nonfiction
3185,Media
3186,Realistic Fiction
3187,Horror & Supernatural
3189,School Stories
3191,Fantasy
3191,Action & Adventure
3193,Biography & Autobiography
3196,Action & Adventure
3196,Fantasy
3197,Animal Stories
3199,Action & Adventure
3199,Media
3201,School Stories
3202,Humor & Funny Stories
3203,Biography & Autobiography
3204,How-To
3206,Informative Nonfiction
3208,Realistic Fiction
3210,Advice & Inspiration
3211,Fantasy
3211,Historical Fiction
3212,Realistic Fiction
3213,Action & Adventure
3213,Young Adult
3214,Realistic Fiction
3216,Biography & Autobiography
3218,Realistic Fiction
3222,Fantasy
3223,Mystery & Suspense
3225,Fantasy
3227,Informative Nonfiction
3227,Records
3227,Fun Facts & Interactive
3229,Fantasy
3229,Media
3231,Humor & Funny Stories
3236,Biography & Autobiography
3240,Humor & Funny Stories
3247,Media
3250,Fantasy
3251,Media
3252,Reference
3253,Fantasy
3256,Records
3256,Fun Facts & Interactive
3259,Spooky Stories
3260,Fantasy
3260,Media
3261,Biography & Autobiography
3268,Horror & Supernatural
1236,Humor & Funny Stories
3270,Humor & Funny Stories
3273,Informative Nonfiction
3274,Historical Fiction
3276,Action & Adventure
3276,Humor & Funny Stories
3277,Informative Nonfiction
3278,Informative Nonfiction
3280,Fantasy
3282,Action & Adventure
1649,Humor & Funny Stories
1649,School Stories
1649,Realistic Fiction
3283,Humor & Funny Stories
3285,Realistic Fiction
3287,Media
3288,Mystery & Suspense
3288,Humor & Funny Stories
3291,Humor & Funny Stories
3291,Action & Adventure
3291,Media
3295,Biography & Autobiography
3296,Biography & Autobiography
3298,Humor & Funny Stories
3301,Records
3301,Fun Facts & Interactive
3302,Media
3304,Science Fiction
3304,Action & Adventure
3305,Informative Nonfiction
3305,Records
3305,Fun Facts & Interactive
3307,Historical Fiction
3309,Realistic Fiction
3309,Media
3311,School Stories
3311,Humor & Funny Stories
3312,Records
3312,Fun Facts & Interactive
3312,Informative Nonfiction
3313,Media
3316,Science Fiction
3316,Young Adult
3318,Fantasy
3320,Historical Fiction
3322,Records
3322,Fun Facts & Interactive
3322,Media
3324,Informative Nonfiction
3324,Media
3325,Realistic Fiction
3326,Realistic Fiction
3326,Young Adult
3327,Realistic Fiction
3327,Romance
3327,Young Adult
3328,School Stories
3328,Humor & Funny Stories
3329,Action & Adventure
3329,Records
3329,Fun Facts & Interactive
3329,Media
3333,Records
3333,Fun Facts & Interactive
3333,Informative Nonfiction
3334,Informative Nonfiction
3335,Biography & Autobiography
3336,Realistic Fiction
3337,Fantasy
3337,Historical Fiction
3339,Fantasy
3339,Action & Adventure
3344,Fantasy
3345,Animal Stories
3345,Historical Fiction
3349,Records
3349,Fun Facts & Interactive
3293,Classics
3293,Realistic Fiction
3354,Informative Nonfiction
3354,Records
3354,Fun Facts & Interactive
3356,Reference
3356,Records
3356,Fun Facts & Interactive
3358,Humor & Funny Stories
3359,Records
3359,Fun Facts & Interactive
3359,Informative Nonfiction
3364,Informative Nonfiction
3365,Historical Fiction
3366,Biography & Autobiography
3367,Fantasy
3367,Action & Adventure
3367,Media
3370,Humor & Funny Stories
3371,Action & Adventure
3371,Media
3375,Fantasy
3376,Historical Fiction
3377,Biography & Autobiography
3378,Fantasy
3379,Realistic Fiction
3379,School Stories
3380,Science Fiction
3380,Action & Adventure
3380,Media
3381,Horror & Supernatural
3381,Media
3382,Informative Nonfiction
3382,Media
3387,Informative Nonfiction
3387,Records
3387,Fun Facts & Interactive
3389,Realistic Fiction
3389,Young Adult
3392,Science Fiction
3392,Young Adult
3393,Realistic Fiction
3394,Historical Fiction
3395,Historical Fiction
3397,Humor & Funny Stories
3397,School Stories
3398,Fantasy
3402,Informative Nonfiction
3404,Media
3406,Realistic Fiction
3406,Young Adult
3409,Classics
3411,Informative Nonfiction
3413,Informative Nonfiction
3418,Humor & Funny Stories
3419,Animal Stories
3425,Animal Stories
3432,Fantasy
3433,Biography & Autobiography
3434,Mystery & Suspense
3434,Humor & Funny Stories
3436,Fantasy
3437,Animal Stories
3442,Science Fiction
3442,Horror & Supernatural
3442,Young Adult
3444,Reference
3444,Informative Nonfiction
3445,Realistic Fiction
3446,Informative Nonfiction
3449,Fantasy
3449,Young Adult
3451,Fantasy
3451,Animal Stories
3453,Animal Stories
3460,Humor & Funny Stories
3464,Historical Fiction
3465,Biography & Autobiography
3467,Animal Stories
3469,Fantasy
3469,Fairy Tales
3469,Folk Tales & Fables
3471,Biography & Autobiography
3472,Reference
3472,Informative Nonfiction
3472,Records
3472,Fun Facts & Interactive
3475,Informative Nonfiction
3477,Mystery & Suspense
3477,Humor & Funny Stories
3481,Narrative Nonfiction
1968,Realistic Fiction
3484,Biography & Autobiography
3488,Media
3492,Poetry
3492,Songs & Verse
3492,Humor & Funny Stories
3493,Classics
3493,Humor & Funny Stories
3495,Informative Nonfiction
3496,School Stories
3500,Fantasy
3505,How-To
3505,Informative Nonfiction
3506,Narrative Nonfiction
3506,Young Adult
3508,Humor & Funny Stories
3508,Fantasy
3513,Fairy Tales
3513,Folk Tales & Fables
3513,Fantasy
3515,Fantasy
3516,Informative Nonfiction
3518,Mystery & Suspense
3520,Spooky Stories
3521,Humor & Funny Stories
3522,Records
3522,Fun Facts & Interactive
3522,Informative Nonfiction
3524,Realistic Fiction
3532,Mystery & Suspense
3533,Animal Stories
3534,Realistic Fiction
3538,Realistic Fiction
3540,Realistic Fiction
3540,School Stories
3543,Mystery & Suspense
3543,Humor & Funny Stories
3546,Action & Adventure
3546,Humor & Funny Stories
3548,Science Fiction
3548,Action & Adventure
3548,Young Adult
3551,Realistic Fiction
3551,Animal Stories
3556,Action & Adventure
3556,Media
3559,Fantasy
3561,Fantasy
3561,Humor & Funny Stories
3562,Narrative Nonfiction
3563,Realistic Fiction
3566,Realistic Fiction
3567,Mystery & Suspense
3570,Biography & Autobiography
3571,Realistic Fiction
3572,Historical Fiction
3574,Realistic Fiction
3575,Mystery & Suspense
3576,Fantasy
3576,Fairy Tales
3576,Folk Tales & Fables
3581,Media
3582,Realistic Fiction
3583,Informative Nonfiction
3584,Humor & Funny Stories
3585,Horror & Supernatural
3585,Media
3586,Realistic Fiction
3587,Fairy Tales
3587,Folk Tales & Fables
3587,Media
3588,Fairy Tales
3588,Folk Tales & Fables
3588,Media
3589,Action & Adventure
3589,Media
3590,Action & Adventure
3590,Media
3591,Action & Adventure
3592,Realistic Fiction
3593,Horror & Supernatural
3595,Fairy Tales
3595,Folk Tales & Fables
3595,Animal Stories
3597,Media
3602,Records
3602,Fun Facts & Interactive
3602,How-To
3604,Action & Adventure
3604,Media
3606,Fantasy
3606,Action & Adventure
3607,Fairy Tales
3607,Folk Tales & Fables
3607,Humor & Funny Stories
3610,Media
3611,Animal Stories
3613,Humor & Funny Stories
3614,Informative Nonfiction
3614,Reference
3615,Realistic Fiction
3616,Fantasy
3619,Fantasy
3619,Animal Stories
3620,Humor & Funny Stories
3621,School Stories
3621,Realistic Fiction
3625,Humor & Funny Stories
3626,Humor & Funny Stories
3626,Fantasy
3630,Realistic Fiction
3630,Mystery & Suspense
3631,School Stories
3631,Humor & Funny Stories
3636,Fantasy
3639,Records
3639,Fun Facts & Interactive
3643,Classics
3643,Historical Fiction
3647,Biography & Autobiography
3658,Informative Nonfiction
3658,Records
3658,Fun Facts & Interactive
3662,Fantasy
3666,Realistic Fiction
3666,Romance
3666,Young Adult
3670,Animal Stories
3670,Media
3671,Action & Adventure
3671,Fantasy
3671,Media
3675,Historical Fiction
3676,Action & Adventure
3676,Media
3679,Science Fiction
3679,Action & Adventure
3679,Young Adult
3681,Action & Adventure
3681,Media
3683,Fantasy
3683,Historical Fiction
3684,Action & Adventure
3684,Media
3685,Advice & Inspiration
3687,Fairy Tales
3687,Folk Tales & Fables
3688,Humor & Funny Stories
3688,Media
3690,Horror & Supernatural
3691,Action & Adventure
3691,Fantasy
3692,Classics
3694,Informative Nonfiction
3695,Media
3701,School Stories
3701,Young Adult
3702,Informative Nonfiction
3702,Reference
3704,Realistic Fiction
3705,Historical Fiction
3706,Fantasy
3706,Action & Adventure
3712,Poetry
3712,Songs & Verse
3713,Narrative Nonfiction
3714,Action & Adventure
3714,Media
3716,Informative Nonfiction
3716,Records
3716,Fun Facts & Interactive
3718,Realistic Fiction
3719,Humor & Funny Stories
3724,Informative Nonfiction
3724,Records
3724,Fun Facts & Interactive
3726,Informative Nonfiction
3732,Fantasy
3732,Fairy Tales
3732,Folk Tales & Fables
3751,Narrative Nonfiction
3123,Science Fiction
3753,Fantasy
3760,Biography & Autobiography
3762,Historical Fiction
3763,Informative Nonfiction
3767,Historical Fiction
3769,Media
3771,Science Fiction
3771,Action & Adventure
3771,Young Adult
3775,Humor & Funny Stories
3778,Action & Adventure
3778,Fantasy
3781,Action & Adventure
3782,School Stories
3783,Media
3784,Realistic Fiction
3784,Animal Stories
3786,Biography & Autobiography
3790,Fantasy
3790,Animal Stories
3791,Humor & Funny Stories
3791,Media
3792,Fairy Tales
3792,Folk Tales & Fables
3792,Media
3799,Fantasy
3800,Fantasy
3800,Humor & Funny Stories
3801,Poetry
3801,Songs & Verse
1490,Humor & Funny Stories
3803,Science Fiction
3806,Fantasy
3806,Media
3807,Mystery & Suspense
3810,Humor & Funny Stories
3812,Action & Adventure
3812,Humor & Funny Stories
3812,Media
3813,Realistic Fiction
3814,Realistic Fiction
3817,Narrative Nonfiction
3817,Young Adult
3818,Humor & Funny Stories
3825,How-To
533,Horror & Supernatural
533,Media
3826,Action & Adventure
3827,Fantasy
3830,Fantasy
3831,Realistic Fiction
3831,Young Adult
3832,Narrative Nonfiction
3832,Animal Stories
3833,Records
3833,Fun Facts & Interactive
3834,Realistic Fiction
3836,Action & Adventure
3836,Fantasy
3837,Romance
3838,Realistic Fiction
3845,Fantasy
3845,Action & Adventure
3847,Science Fiction
3454,Historical Fiction
3853,Records
3853,Fun Facts & Interactive
3854,Science Fiction
3855,Science Fiction
3855,Action & Adventure
3856,Media
3857,Informative Nonfiction
3858,Horror & Supernatural
3859,Romance
3859,Young Adult
3860,Realistic Fiction
3862,Realistic Fiction
3863,Realistic Fiction
3866,Science Fiction
3866,Action & Adventure
3866,Media
3867,Humor & Funny Stories
3868,Fantasy
3868,Fairy Tales
3868,Folk Tales & Fables
3869,Animal Stories
3870,Narrative Nonfiction
3873,Humor & Funny Stories
3875,School Stories
3875,Animal Stories
3876,Records
3876,Fun Facts & Interactive
3876,Informative Nonfiction
3884,Historical Fiction
3884,Animal Stories
3885,Science Fiction
3885,Action & Adventure
3885,Young Adult
3887,Horror & Supernatural
3887,Romance
3887,Young Adult
3889,Fantasy
3889,Young Adult
3893,Humor & Funny Stories
3895,Historical Fiction
3895,Mystery & Suspense
3895,Young Adult
3896,Informative Nonfiction
3896,Records
3896,Fun Facts & Interactive
3897,Fantasy
3898,Humor & Funny Stories
3898,Action & Adventure
3902,Biography & Autobiography
3903,Humor & Funny Stories
3903,School Stories
3905,Fantasy
3906,Action & Adventure
