zip,type,primary_city,state,county,latitude,longitude
46537,PO BOX,Lapaz,IN,Marshall County,41.46,-86.31
46538,STANDARD,Leesburg,IN,Kosciusko County,41.32,-85.84
46539,STANDARD,Mentone,IN,Kosciusko County,41.17,-86.03
46540,STANDARD,Middlebury,IN,Elkhart County,41.67,-85.7
46542,STANDARD,Milford,IN,Kosciusko County,41.41,-85.84
46543,STANDARD,Millersburg,IN,Elkhart County,41.52,-85.69
46544,STANDARD,Mishawaka,IN,St. Joseph County,41.66,-86.16
46545,STANDARD,Mishawaka,IN,St. Joseph County,41.69,-86.15
46546,PO BOX,Mishawaka,IN,St. Joseph County,41.66,-86.16
46550,STANDARD,Nappanee,IN,Elkhart County,41.44,-85.98
46552,STANDARD,New Carlisle,IN,St. Joseph County,41.7,-86.51
46553,STANDARD,New Paris,IN,Elkhart County,41.5,-85.82
46554,STANDARD,North Liberty,IN,St. Joseph County,41.53,-86.43
46555,STANDARD,North Webster,IN,Kosciusko County,41.32,-85.69
46556,PO BOX,Notre Dame,IN,St. Joseph County,41.7,-86.24
46561,STANDARD,Osceola,IN,St. Joseph County,41.66,-86.07
46562,STANDARD,Pierceton,IN,Kosciusko County,41.19,-85.7
46563,STANDARD,Plymouth,IN,Marshall County,41.34,-86.31
46565,STANDARD,Shipshewana,IN,LaGrange County,41.67,-85.57
46567,STANDARD,Syracuse,IN,Kosciusko County,41.42,-85.74
46570,STANDARD,Tippecanoe,IN,Marshall County,41.22,-86.1
46571,STANDARD,Topeka,IN,LaGrange County,41.53,-85.54
46572,PO BOX,Tyner,IN,Marshall County,41.4,-86.4
46573,STANDARD,Wakarusa,IN,Elkhart County,41.53,-86.01
46574,STANDARD,Walkerton,IN,St. Joseph County,41.46,-86.48
46580,STANDARD,Warsaw,IN,Kosciusko County,41.23,-85.85
46581,PO BOX,Warsaw,IN,Kosciusko County,41.23,-85.85
46582,STANDARD,Warsaw,IN,Kosciusko County,41.28,-85.85
46590,STANDARD,Winona Lake,IN,Kosciusko County,41.21,-85.81
46595,PO BOX,Wyatt,IN,St. Joseph County,41.53,-86.17
46601,STANDARD,South Bend,IN,St. Joseph County,41.67,-86.26
46604,UNIQUE,South Bend,IN,St. Joseph County,41.68,-86.25
46613,STANDARD,South Bend,IN,St. Joseph County,41.66,-86.26
46614,STANDARD,South Bend,IN,St. Joseph County,41.6,-86.28
46615,STANDARD,South Bend,IN,St. Joseph County,41.67,-86.21
46616,STANDARD,South Bend,IN,St. Joseph County,41.7,-86.27
46617,STANDARD,South Bend,IN,St. Joseph County,41.68,-86.23
46619,STANDARD,South Bend,IN,St. Joseph County,41.66,-86.35
46620,UNIQUE,South Bend,IN,St. Joseph County,41.68,-86.25
46624,PO BOX,South Bend,IN,St. Joseph County,41.67,-86.26
46626,UNIQUE,South Bend,IN,St. Joseph County,41.67,-86.26
46628,STANDARD,South Bend,IN,St. Joseph County,41.72,-86.33
46634,PO BOX,South Bend,IN,St. Joseph County,41.67,-86.26
46635,STANDARD,South Bend,IN,St. Joseph County,41.71,-86.2
46637,STANDARD,South Bend,IN,St. Joseph County,41.73,-86.24
46660,PO BOX,South Bend,IN,St. Joseph County,41.67,-86.26
46680,PO BOX,South Bend,IN,St. Joseph County,41.67,-86.26
46699,UNIQUE,South Bend,IN,St. Joseph County,41.67,-86.26
46701,STANDARD,Albion,IN,Noble County,41.39,-85.41
46702,STANDARD,Andrews,IN,Huntington County,40.85,-85.6
46703,STANDARD,Angola,IN,Steuben County,41.64,-85
46704,PO BOX,Arcola,IN,Allen County,41.1,-85.29
46705,STANDARD,Ashley,IN,DeKalb County,41.52,-85.06
46706,STANDARD,Auburn,IN,DeKalb County,41.36,-85.05
46710,STANDARD,Avilla,IN,Noble County,41.36,-85.23
46711,STANDARD,Berne,IN,Adams County,40.65,-84.95
46713,PO BOX,Bippus,IN,Huntington County,40.94,-85.61
46714,STANDARD,Bluffton,IN,Wells County,40.74,-85.17
46721,STANDARD,Butler,IN,DeKalb County,41.42,-84.87
46723,STANDARD,Churubusco,IN,Whitley County,41.23,-85.32
46725,STANDARD,Columbia City,IN,Whitley County,41.15,-85.48
46730,STANDARD,Corunna,IN,DeKalb County,41.43,-85.14
46731,STANDARD,Craigville,IN,Wells County,40.8,-85.09
46732,STANDARD,Cromwell,IN,Noble County,41.4,-85.61
46733,STANDARD,Decatur,IN,Adams County,40.83,-84.92
46737,STANDARD,Fremont,IN,Steuben County,41.73,-84.93
46738,STANDARD,Garrett,IN,DeKalb County,41.34,-85.12
46740,STANDARD,Geneva,IN,Adams County,40.59,-84.95
46741,STANDARD,Grabill,IN,Allen County,41.21,-84.96
46742,STANDARD,Hamilton,IN,Steuben County,41.53,-84.91
46743,STANDARD,Harlan,IN,Allen County,41.22,-84.83
46745,STANDARD,Hoagland,IN,Allen County,40.94,-85
46746,STANDARD,Howe,IN,LaGrange County,41.72,-85.42
46747,STANDARD,Hudson,IN,Steuben County,41.53,-85.08
46748,STANDARD,Huntertown,IN,Allen County,41.23,-85.16
46750,STANDARD,Huntington,IN,Huntington County,40.88,-85.5
46755,STANDARD,Kendallville,IN,Noble County,41.44,-85.25
46759,STANDARD,Keystone,IN,Wells County,40.6,-85.18
46760,STANDARD,Kimmell,IN,Noble County,41.37,-85.51
46761,STANDARD,Lagrange,IN,LaGrange County,41.64,-85.41
46763,STANDARD,Laotto,IN,Noble County,41.3,-85.2
46764,STANDARD,Larwill,IN,Whitley County,41.17,-85.62
46765,STANDARD,Leo,IN,Allen County,41.23,-85.04
46766,STANDARD,Liberty Center,IN,Wells County,40.69,-85.27
46767,STANDARD,Ligonier,IN,Noble County,41.46,-85.59
46769,PO BOX,Linn Grove,IN,Adams County,40.61,-84.97
46770,STANDARD,Markle,IN,Wells County,40.82,-85.33
46771,PO BOX,Mongo,IN,LaGrange County,41.69,-85.3
46772,STANDARD,Monroe,IN,Adams County,40.74,-84.94
46773,STANDARD,Monroeville,IN,Allen County,40.97,-84.86
46774,STANDARD,New Haven,IN,Allen County,41.06,-85.02
46776,STANDARD,Orland,IN,Steuben County,41.73,-85.17
46777,STANDARD,Ossian,IN,Wells County,40.87,-85.16
46778,PO BOX,Petroleum,IN,Wells County,40.61,-85.15
46779,STANDARD,Pleasant Lake,IN,Steuben County,41.58,-85.01
46780,PO BOX,Pleasant Mills,IN,Adams County,40.85,-84.86
46781,STANDARD,Poneto,IN,Wells County,40.65,-85.22
46782,PO BOX,Preble,IN,Adams County,40.83,-85.01
46783,STANDARD,Roanoke,IN,Huntington County,40.96,-85.37
46784,STANDARD,Rome City,IN,Noble County,41.48,-85.35
46785,STANDARD,Saint Joe,IN,DeKalb County,41.31,-84.9
46786,PO BOX,South Milford,IN,LaGrange County,41.53,-85.27
46787,STANDARD,South Whitley,IN,Whitley County,41.08,-85.62
46788,STANDARD,Spencerville,IN,Allen County,41.27,-84.92
46789,PO BOX,Stroh,IN,Lagrange County,41.58,-85.19
46791,STANDARD,Uniondale,IN,Wells County,40.82,-85.24
46792,STANDARD,Warren,IN,Huntington County,40.68,-85.42
46793,STANDARD,Waterloo,IN,DeKalb County,41.43,-85.02
46794,STANDARD,Wawaka,IN,Noble County,41.48,-85.48
46795,STANDARD,Wolcottville,IN,LaGrange County,41.52,-85.36
46796,PO BOX,Wolflake,IN,Noble County,41.32,-85.48
46797,STANDARD,Woodburn,IN,Allen County,41.12,-84.85
46798,STANDARD,Yoder,IN,Allen County,40.93,-85.2
46799,PO BOX,Zanesville,IN,Wells County,40.91,-85.29
46801,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46802,STANDARD,Fort Wayne,IN,Allen County,41.07,-85.17
46803,STANDARD,Fort Wayne,IN,Allen County,41.07,-85.13
46804,STANDARD,Fort Wayne,IN,Allen County,41.05,-85.24
46805,STANDARD,Fort Wayne,IN,Allen County,41.1,-85.12
46806,STANDARD,Fort Wayne,IN,Allen County,41.05,-85.09
46807,STANDARD,Fort Wayne,IN,Allen County,41.04,-85.15
46808,STANDARD,Fort Wayne,IN,Allen County,41.1,-85.18
46809,STANDARD,Fort Wayne,IN,Allen County,41,-85.21
46814,STANDARD,Fort Wayne,IN,Allen County,41.05,-85.3
46815,STANDARD,Fort Wayne,IN,Allen County,41.1,-85.06
46816,STANDARD,Fort Wayne,IN,Allen County,41,-85.04
46818,STANDARD,Fort Wayne,IN,Allen County,41.16,-85.25
46819,STANDARD,Fort Wayne,IN,Allen County,40.97,-85.13
46825,STANDARD,Fort Wayne,IN,Allen County,41.15,-85.13
46835,STANDARD,Fort Wayne,IN,Allen County,41.15,-85.04
46845,STANDARD,Fort Wayne,IN,Allen County,41.21,-85.11
46850,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46851,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46852,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46853,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46854,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46855,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46856,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46857,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46858,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46859,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46860,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46861,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46862,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46863,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46864,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46865,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46866,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46867,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46868,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46869,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46885,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46895,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46896,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46897,UNIQUE,Fort Wayne,IN,Allen County,41.07,-85.13
46898,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46899,PO BOX,Fort Wayne,IN,Allen County,41.07,-85.13
46901,STANDARD,Kokomo,IN,Howard County,40.53,-86.17
46902,STANDARD,Kokomo,IN,Howard County,40.47,-86.13
46903,PO BOX,Kokomo,IN,Howard County,40.47,-86.13
46904,PO BOX,Kokomo,IN,Howard County,40.47,-86.13
46910,STANDARD,Akron,IN,Fulton County,41.03,-86.02
46911,STANDARD,Amboy,IN,Miami County,40.6,-85.92
46912,PO BOX,Athens,IN,Fulton County,41.03,-86.1
46913,STANDARD,Bringhurst,IN,Carroll County,40.51,-86.52
46914,STANDARD,Bunker Hill,IN,Miami County,40.66,-86.1
46915,STANDARD,Burlington,IN,Carroll County,40.48,-86.39
46916,PO BOX,Burrows,IN,Carroll County,40.66,-86.51
46917,STANDARD,Camden,IN,Carroll County,40.61,-86.53
46919,STANDARD,Converse,IN,Miami County,40.57,-85.87
46920,STANDARD,Cutler,IN,Carroll County,40.47,-86.47
46921,PO BOX,Deedsville,IN,Miami County,40.91,-86.12
46922,PO BOX,Delong,IN,Fulton County,41.14,-86.41
46923,STANDARD,Delphi,IN,Carroll County,40.58,-86.67
46926,STANDARD,Denver,IN,Miami County,40.86,-86.07
46928,STANDARD,Fairmount,IN,Grant County,40.41,-85.64
46929,STANDARD,Flora,IN,Carroll County,40.54,-86.52
46930,PO BOX,Fowlerton,IN,Grant County,40.41,-85.57
46931,PO BOX,Fulton,IN,Fulton County,40.95,-86.26
46932,STANDARD,Galveston,IN,Cass County,40.58,-86.19
46933,STANDARD,Gas City,IN,Grant County,40.48,-85.6
46935,PO BOX,Grass Creek,IN,Fulton County,40.94,-86.4
46936,STANDARD,Greentown,IN,Howard County,40.47,-85.96
46937,PO BOX,Hemlock,IN,Howard County,40.43,-86.09
46938,STANDARD,Jonesboro,IN,Grant County,40.47,-85.62
46939,STANDARD,Kewanna,IN,Fulton County,41.01,-86.41
46940,STANDARD,La Fontaine,IN,Wabash County,40.67,-85.72
46941,STANDARD,Lagro,IN,Wabash County,40.83,-85.72
46942,PO BOX,Lake Cicott,IN,Cass County,40.76,-86.54
46943,STANDARD,Laketon,IN,Wabash County,40.98,-85.84
46945,PO BOX,Leiters Ford,IN,Fulton County,41.12,-86.39
46946,PO BOX,Liberty Mills,IN,Wabash County,41.04,-85.73
46947,STANDARD,Logansport,IN,Cass County,40.75,-86.35
46950,STANDARD,Lucerne,IN,Cass County,40.86,-86.41
46951,STANDARD,Macy,IN,Miami County,40.95,-86.12
46952,STANDARD,Marion,IN,Grant County,40.6,-85.63
46953,STANDARD,Marion,IN,Grant County,40.54,-85.66
46957,PO BOX,Matthews,IN,Grant County,40.39,-85.5
46958,PO BOX,Mexico,IN,Miami County,40.82,-86.12
46959,STANDARD,Miami,IN,Miami County,40.62,-86.11
46960,STANDARD,Monterey,IN,Pulaski County,41.15,-86.48
46961,STANDARD,New Waverly,IN,Cass County,40.77,-86.19
46962,STANDARD,North Manchester,IN,Wabash County,41,-85.77
46965,PO BOX,Oakford,IN,Howard County,40.44,-86.16
46967,PO BOX,Onward,IN,Cass County,40.69,-86.2
46968,STANDARD,Ora,IN,Starke County,41.18,-86.55
46970,STANDARD,Peru,IN,Miami County,40.75,-86.06
46971,STANDARD,Grissom Arb,IN,Miami County,40.65,-86.14
46974,STANDARD,Roann,IN,Wabash County,40.91,-85.92
46975,STANDARD,Rochester,IN,Fulton County,41.06,-86.19
46977,PO BOX,Rockfield,IN,Carroll County,40.66,-86.58
46978,STANDARD,Royal Center,IN,Cass County,40.86,-86.5
46979,STANDARD,Russiaville,IN,Howard County,40.41,-86.27
46980,PO BOX,Servia,IN,Wabash County,40.93,-85.68
46982,STANDARD,Silver Lake,IN,Kosciusko County,41.07,-85.89
46984,PO BOX,Somerset,IN,Wabash County,40.67,-85.83
46985,STANDARD,Star City,IN,Pulaski County,40.95,-86.52
46986,STANDARD,Swayzee,IN,Grant County,40.5,-85.82
46987,PO BOX,Sweetser,IN,Grant County,40.57,-85.77
46988,STANDARD,Twelve Mile,IN,Cass County,40.88,-86.23
46989,STANDARD,Upland,IN,Grant County,40.46,-85.51
46990,STANDARD,Urbana,IN,Wabash County,40.89,-85.71
46991,STANDARD,Van Buren,IN,Grant County,40.61,-85.5
46992,STANDARD,Wabash,IN,Wabash County,40.79,-85.82
46994,STANDARD,Walton,IN,Cass County,40.66,-86.24
46995,PO BOX,West Middleton,IN,Howard County,40.44,-86.16
46996,STANDARD,Winamac,IN,Pulaski County,41.05,-86.6
46998,PO BOX,Young America,IN,Cass County,40.57,-86.35
47001,STANDARD,Aurora,IN,Dearborn County,39.06,-84.9
47003,STANDARD,West College Corner,IN,Union County,39.56,-84.83
47006,STANDARD,Batesville,IN,Ripley County,39.29,-85.21
47010,STANDARD,Bath,IN,Franklin County,39.49,-84.83
47011,STANDARD,Bennington,IN,Switzerland County,38.87,-85.07
47012,STANDARD,Brookville,IN,Franklin County,39.42,-85
47016,STANDARD,Cedar Grove,IN,Franklin County,39.37,-84.89
47017,STANDARD,Cross Plains,IN,Ripley County,38.94,-85.22
47018,STANDARD,Dillsboro,IN,Dearborn County,39.01,-85.06
47019,PO BOX,East Enterprise,IN,Switzerland County,38.87,-85.01
47020,STANDARD,Florence,IN,Switzerland County,38.82,-84.93
47021,PO BOX,Friendship,IN,Ripley County,39.11,-85.21
47022,STANDARD,Guilford,IN,Dearborn County,39.2,-84.96
47023,STANDARD,Holton,IN,Ripley County,39.07,-85.38
47024,STANDARD,Laurel,IN,Franklin County,39.5,-85.18
47025,STANDARD,Lawrenceburg,IN,Dearborn County,39.1,-84.86
47030,STANDARD,Metamora,IN,Franklin County,39.42,-85.14
47031,STANDARD,Milan,IN,Ripley County,39.12,-85.13
47032,STANDARD,Moores Hill,IN,Dearborn County,39.11,-85.08
47033,PO BOX,Morris,IN,Ripley County,39.28,-85.17
47034,PO BOX,Napoleon,IN,Ripley County,39.2,-85.33
47035,PO BOX,New Trenton,IN,Franklin County,39.31,-84.9
47036,STANDARD,Oldenburg,IN,Franklin County,39.39,-85.25
47037,STANDARD,Osgood,IN,Ripley County,39.12,-85.29
47038,STANDARD,Patriot,IN,Switzerland County,38.85,-84.85
47039,PO BOX,Pierceville,IN,Ripley County,39.11,-85.21
47040,STANDARD,Rising Sun,IN,Ohio County,38.95,-84.85
47041,STANDARD,Sunman,IN,Ripley County,39.23,-85.09
47042,STANDARD,Versailles,IN,Ripley County,39.06,-85.25
47043,STANDARD,Vevay,IN,Switzerland County,38.79,-85.09
47060,STANDARD,West Harrison,IN,Dearborn County,39.26,-84.82
47102,STANDARD,Austin,IN,Scott County,38.74,-85.81
47104,STANDARD,Bethlehem,IN,Clark County,38.54,-85.42
47106,STANDARD,Borden,IN,Clark County,38.46,-85.95
47107,PO BOX,Bradford,IN,Harrison County,38.36,-86.06
47108,STANDARD,Campbellsburg,IN,Washington County,38.65,-86.26
47110,STANDARD,Central,IN,Harrison County,38.1,-86.19
47111,STANDARD,Charlestown,IN,Clark County,38.45,-85.66
47112,STANDARD,Corydon,IN,Harrison County,38.21,-86.12
47114,STANDARD,Crandall,IN,Harrison County,38.29,-86.08
47115,STANDARD,Depauw,IN,Harrison County,38.33,-86.21
47116,STANDARD,Eckerty,IN,Crawford County,38.31,-86.61
47117,STANDARD,Elizabeth,IN,Harrison County,38.12,-85.97
47118,STANDARD,English,IN,Crawford County,38.33,-86.46
47119,STANDARD,Floyds Knobs,IN,Floyd County,38.37,-85.88
47120,STANDARD,Fredericksburg,IN,Washington County,38.43,-86.18
47122,STANDARD,Georgetown,IN,Floyd County,38.29,-85.97
47123,STANDARD,Grantsburg,IN,Crawford County,38.28,-86.46
47124,STANDARD,Greenville,IN,Floyd County,38.37,-85.98
47125,STANDARD,Hardinsburg,IN,Washington County,38.46,-86.27
47126,STANDARD,Henryville,IN,Clark County,38.55,-85.78
47129,STANDARD,Clarksville,IN,Clark County,38.31,-85.76
47130,STANDARD,Jeffersonville,IN,Clark County,38.3,-85.72
47131,PO BOX,Jeffersonville,IN,Clark County,38.3,-85.72
47132,UNIQUE,Jeffersonville,IN,Clark County,38.3,-85.72
47133,UNIQUE,Jeffersonville,IN,Clark County,38.3,-85.72
47134,UNIQUE,Jeffersonville,IN,Clark County,38.3,-85.72
47135,STANDARD,Laconia,IN,Harrison County,38.03,-86.08
47136,STANDARD,Lanesville,IN,Harrison County,38.23,-85.98
47137,STANDARD,Leavenworth,IN,Crawford County,38.2,-86.34
47138,STANDARD,Lexington,IN,Scott County,38.65,-85.61
47139,PO BOX,Little York,IN,Washington County,38.69,-85.9
47140,STANDARD,Marengo,IN,Crawford County,38.37,-86.34
47141,STANDARD,Marysville,IN,Clark County,38.58,-85.65
47142,STANDARD,Mauckport,IN,Harrison County,38.02,-86.2
47143,STANDARD,Memphis,IN,Clark County,38.48,-85.76
47144,UNIQUE,Jeffersonville,IN,Clark County,38.3,-85.72
47145,STANDARD,Milltown,IN,Crawford County,38.33,-86.31
47146,PO BOX,Mount Saint Francis,IN,Floyd County,38.35,-85.94
47147,STANDARD,Nabb,IN,Clark County,38.61,-85.63
47150,STANDARD,New Albany,IN,Floyd County,38.3,-85.82
47151,PO BOX,New Albany,IN,Floyd County,38.3,-85.82
47160,STANDARD,New Middletown,IN,Harrison County,38.16,-86.05
47161,STANDARD,New Salisbury,IN,Harrison County,38.31,-86.1
47162,STANDARD,New Washington,IN,Clark County,38.55,-85.46
47163,STANDARD,Otisco,IN,Clark County,38.53,-85.66
47164,STANDARD,Palmyra,IN,Harrison County,38.4,-86.11
47165,STANDARD,Pekin,IN,Washington County,38.49,-86.01
47166,STANDARD,Ramsey,IN,Harrison County,38.31,-86.15
47167,STANDARD,Salem,IN,Washington County,38.6,-86.09
47170,STANDARD,Scottsburg,IN,Scott County,38.68,-85.78
47172,STANDARD,Sellersburg,IN,Clark County,38.39,-85.75
47174,STANDARD,Sulphur,IN,Crawford County,38.23,-86.46
47175,STANDARD,Taswell,IN,Crawford County,38.33,-86.56
47177,STANDARD,Underwood,IN,Clark County,38.59,-85.78
47190,STANDARD,Jeffersonville,IN,Clark County,38.29,-85.73
47199,UNIQUE,Jeffersonville,IN,Clark County,38.3,-85.72
47201,STANDARD,Columbus,IN,Bartholomew County,39.21,-85.91
47202,PO BOX,Columbus,IN,Bartholomew County,39.21,-85.91
47203,STANDARD,Columbus,IN,Bartholomew County,39.23,-85.83
47220,STANDARD,Brownstown,IN,Jackson County,38.88,-86.04
47223,STANDARD,Butlerville,IN,Jennings County,39.05,-85.47
47224,STANDARD,Canaan,IN,Switzerland County,38.89,-85.22
47225,PO BOX,Clarksburg,IN,Decatur County,39.43,-85.35
47226,PO BOX,Clifford,IN,Bartholomew County,39.28,-85.87
47227,STANDARD,Commiskey,IN,Jennings County,38.87,-85.65
47228,PO BOX,Cortland,IN,Jackson County,38.98,-85.99
47229,STANDARD,Crothersville,IN,Jackson County,38.79,-85.84
47230,STANDARD,Deputy,IN,Jefferson County,38.8,-85.65
47231,STANDARD,Dupont,IN,Jefferson County,38.89,-85.51
47232,STANDARD,Elizabethtown,IN,Bartholomew County,39.13,-85.81
47234,STANDARD,Flat Rock,IN,Shelby County,39.38,-85.77
47235,STANDARD,Freetown,IN,Jackson County,39,-86.12
47236,STANDARD,Grammer,IN,Bartholomew County,39.15,-85.71
47240,STANDARD,Greensburg,IN,Decatur County,39.34,-85.48
47243,STANDARD,Hanover,IN,Jefferson County,38.71,-85.47
47244,STANDARD,Hartsville,IN,Bartholomew County,39.26,-85.69
47245,PO BOX,Hayden,IN,Jennings County,38.98,-85.74
47246,STANDARD,Hope,IN,Bartholomew County,39.29,-85.76
47247,PO BOX,Jonesville,IN,Bartholomew County,39.06,-85.89
47249,PO BOX,Kurtz,IN,Jackson County,39,-86.23
47250,STANDARD,Madison,IN,Jefferson County,38.75,-85.38
47260,STANDARD,Medora,IN,Jackson County,38.82,-86.17
47261,PO BOX,Millhousen,IN,Ripley County,39.21,-85.43
47263,PO BOX,New Point,IN,Decatur County,39.31,-85.33
47264,STANDARD,Norman,IN,Jackson County,38.95,-86.22
47265,STANDARD,North Vernon,IN,Jennings County,39,-85.63
47270,STANDARD,Paris Crossing,IN,Jennings County,38.85,-85.74
47272,STANDARD,Saint Paul,IN,Decatur County,39.42,-85.62
47273,STANDARD,Scipio,IN,Jennings County,39.07,-85.72
47274,STANDARD,Seymour,IN,Jackson County,38.95,-85.88
47280,PO BOX,Taylorsville,IN,Bartholomew County,39.3,-85.95
47281,STANDARD,Vallonia,IN,Jackson County,38.8,-86.05
47282,PO BOX,Vernon,IN,Jennings County,38.98,-85.61
47283,STANDARD,Westport,IN,Decatur County,39.17,-85.57
47302,STANDARD,Muncie,IN,Delaware County,40.13,-85.38
47303,STANDARD,Muncie,IN,Delaware County,40.27,-85.38
47304,STANDARD,Muncie,IN,Delaware County,40.24,-85.46
47305,STANDARD,Muncie,IN,Delaware County,40.19,-85.39
47306,UNIQUE,Muncie,IN,Delaware County,40.2,-85.4
47307,PO BOX,Muncie,IN,Delaware County,40.19,-85.39
47308,PO BOX,Muncie,IN,Delaware County,40.19,-85.39
47320,STANDARD,Albany,IN,Delaware County,40.3,-85.23
47322,PO BOX,Bentonville,IN,Fayette County,39.75,-85.24
47324,PO BOX,Boston,IN,Wayne County,39.74,-84.85
47325,STANDARD,Brownsville,IN,Union County,39.69,-85.02
47326,STANDARD,Bryant,IN,Jay County,40.53,-84.96
47327,STANDARD,Cambridge City,IN,Wayne County,39.81,-85.17
47330,STANDARD,Centerville,IN,Wayne County,39.81,-84.99
47331,STANDARD,Connersville,IN,Fayette County,39.65,-85.14
47334,STANDARD,Daleville,IN,Delaware County,40.11,-85.55
47335,PO BOX,Dublin,IN,Wayne County,39.81,-85.2
47336,STANDARD,Dunkirk,IN,Jay County,40.37,-85.2
47337,PO BOX,Dunreith,IN,Henry County,39.8,-85.44
47338,STANDARD,Eaton,IN,Delaware County,40.34,-85.35
47339,STANDARD,Economy,IN,Wayne County,39.97,-85.08
47340,STANDARD,Farmland,IN,Randolph County,40.18,-85.12
47341,STANDARD,Fountain City,IN,Wayne County,39.95,-84.91
47342,STANDARD,Gaston,IN,Delaware County,40.31,-85.5
47344,PO BOX,Greensboro,IN,Henry County,39.88,-85.47
47345,STANDARD,Greens Fork,IN,Wayne County,39.89,-85.04
47346,STANDARD,Hagerstown,IN,Wayne County,39.91,-85.15
47348,STANDARD,Hartford City,IN,Blackford County,40.45,-85.37
47351,PO BOX,Kennard,IN,Henry County,39.91,-85.52
47352,STANDARD,Lewisville,IN,Henry County,39.8,-85.35
47353,STANDARD,Liberty,IN,Union County,39.63,-84.92
47354,STANDARD,Losantville,IN,Randolph County,40.02,-85.18
47355,STANDARD,Lynn,IN,Randolph County,40.04,-84.94
47356,STANDARD,Middletown,IN,Henry County,40.05,-85.54
47357,STANDARD,Milton,IN,Wayne County,39.78,-85.15
47358,STANDARD,Modoc,IN,Randolph County,40.04,-85.12
47359,STANDARD,Montpelier,IN,Blackford County,40.55,-85.28
47360,STANDARD,Mooreland,IN,Henry County,39.99,-85.25
47361,PO BOX,Mount Summit,IN,Henry County,40,-85.39
47362,STANDARD,New Castle,IN,Henry County,39.92,-85.36
47366,PO BOX,New Lisbon,IN,Henry County,39.85,-85.24
47367,PO BOX,Oakville,IN,Delaware County,40.08,-85.39
47368,STANDARD,Parker City,IN,Randolph County,40.18,-85.2
47369,STANDARD,Pennville,IN,Jay County,40.49,-85.14
47370,PO BOX,Pershing,IN,Wayne County,39.81,-85.16
47371,STANDARD,Portland,IN,Jay County,40.43,-84.98
47373,STANDARD,Redkey,IN,Jay County,40.34,-85.15
47374,STANDARD,Richmond,IN,Wayne County,39.82,-84.88
47375,PO BOX,Richmond,IN,Wayne County,39.82,-84.88
47380,STANDARD,Ridgeville,IN,Randolph County,40.28,-85.02
47381,STANDARD,Salamonia,IN,Jay County,40.38,-84.87
47382,PO BOX,Saratoga,IN,Randolph County,40.24,-84.92
47383,STANDARD,Selma,IN,Delaware County,40.18,-85.27
47384,STANDARD,Shirley,IN,Henry County,39.89,-85.57
47385,STANDARD,Spiceland,IN,Henry County,39.83,-85.43
47386,STANDARD,Springport,IN,Henry County,40.04,-85.39
47387,STANDARD,Straughn,IN,Henry County,39.8,-85.29
47388,PO BOX,Sulphur Springs,IN,Henry County,40.01,-85.44
47390,STANDARD,Union City,IN,Randolph County,40.2,-84.81
47392,STANDARD,Webster,IN,Wayne County,39.9,-84.93
47393,STANDARD,Williamsburg,IN,Wayne County,39.96,-85
47394,STANDARD,Winchester,IN,Randolph County,40.17,-84.97
47396,STANDARD,Yorktown,IN,Delaware County,40.17,-85.47
47401,STANDARD,Bloomington,IN,Monroe County,39.16,-86.52
47402,PO BOX,Bloomington,IN,Monroe County,39.16,-86.52
47403,STANDARD,Bloomington,IN,Monroe County,39.09,-86.61
47404,STANDARD,Bloomington,IN,Monroe County,39.22,-86.59
47405,STANDARD,Bloomington,IN,Monroe County,39.17,-86.52
47406,STANDARD,Bloomington,IN,Monroe County,39.18,-86.52
47407,PO BOX,Bloomington,IN,Monroe County,39.16,-86.52
47408,STANDARD,Bloomington,IN,Monroe County,39.23,-86.47
47420,PO BOX,Avoca,IN,Lawrence County,38.91,-86.55
47421,STANDARD,Bedford,IN,Lawrence County,38.86,-86.49
47424,STANDARD,Bloomfield,IN,Greene County,39.02,-86.93
