ID,CH2_CATEGORY
2879,PICTURE
2880,CHAPTER
2881,INSTRUCTION RESOURCE DIVISION
2883,FAMILY & FRIENDSHIP
2884,REFERENCE
2885,FANTASY
2886,GRAPHIC NOVELS
2887,EASY READER
2888,REFERENCE
2889,FAMILY & FRIENDSHIP
2890,PICTURE
2892,SCIENCE
2893,REFERENCE
2894,EASY READER
2895,GRAPHIC NOVELS
2896,GRAPHIC NOVELS
2897,FAMILY & FRIENDSHIP
2898,HISTORICAL FICTION
2899,HUMOR
1145,CONTEMPORARY
2900,REFERENCE
2901,FANTASY
2902,PICTURE
2903,CHAPTER
2904,CHAPTER
2905,EASY READER
2906,ACTIVITY
2907,PICTURE
2908,CHAPTER
2909,PICTURE
2910,PICTURE
2911,BIOGRAPHY
1590,HISTORICAL FICTION
2912,MYSTERY
2913,REFERENCE
2914,FAMILY & FRIENDSHIP
2916,REFERENCE
2918,FANTASY
2919,ADVENTURE
2920,FAMILY & FRIENDSHIP
2921,HISTORICAL FICTION
2922,CONTEMPORARY
2923,GRAPHIC NOVELS
2924,CONTEMPORARY
2925,PICTURE
2926,HISTORICAL FICTION
2927,EASY READER
2928,PICTURE
2929,PICTURE
2930,ADVENTURE
2931,MYSTERY
2932,CHAPTER
2933,PICTURE
2934,BIOGRAPHY
2935,CHAPTER
2936,ADULT NON FICTION
2937,FANTASY
2938,INSTRUCTION RESOURCE DIVISION
2939,PICTURE
2940,GRAPHIC NOVELS
2942,COOKBOOK
2943,EASY READER
2944,PICTURE
2945,FANTASY
2946,STATIONERY
2947,EASY READER
2948,CHAPTER
2949,CHAPTER
2950,INSTRUCTION RESOURCE DIVISION
2951,CHAPTER
2953,REFERENCE
2954,FANTASY
2955,ADVENTURE
2956,HISTORY
2957,COOKBOOK
2958,GRAPHIC NOVELS
2959,HUMOR
2960,FANTASY
2961,HUMOR
2962,FANTASY
2963,GRAPHIC NOVELS
2965,MYSTERY
2966,REFERENCE
1081,PICTURE
2967,FAMILY & FRIENDSHIP
2968,FAMILY & FRIENDSHIP
2969,SCIENCE
2970,REFERENCE
2971,FAMILY & FRIENDSHIP
2972,FAMILY & FRIENDSHIP
2973,SPORTS
2974,PICTURE
2975,CHAPTER
2976,COOKBOOK
2977,ADULT NON FICTION
2978,MYSTERY
2979,REFERENCE
2980,REFERENCE
2981,PICTURE
2982,REFERENCE
2983,PICTURE
2984,PICTURE
2985,PICTURE
2986,HISTORICAL FICTION
2987,MYSTERY
2988,MYSTERY
2989,PICTURE
2990,PICTURE
2991,EASY READER
2992,PICTURE
2993,CHAPTER
2994,CHAPTER
2995,CHAPTER
2996,EASY READER
2997,ADVENTURE
2998,MYSTERY
2999,CHAPTER
3000,CHAPTER
3001,REFERENCE
3002,ADVENTURE
3003,SCIENCE
3004,CHAPTER
3005,ADVENTURE
3006,EASY READER
3007,GRAPHIC NOVELS
3008,FANTASY
3009,PICTURE
2389,CHAPTER
3011,HISTORICAL FICTION
3014,FAMILY & FRIENDSHIP
3015,CONTEMPORARY
3016,FAMILY & FRIENDSHIP
3017,BIOGRAPHY
3018,MYSTERY
3019,REFERENCE
3021,PICTURE
3022,REFERENCE
3023,CHAPTER
3024,ADVENTURE
3025,FAMILY & FRIENDSHIP
3026,REFERENCE
1108,CHAPTER
3027,GRAPHIC NOVELS
1963,PICTURE
3028,GRAPHIC NOVELS
3029,PICTURE
3030,PICTURE
3031,SCIENCE
3032,FANTASY
3033,PICTURE
3035,PICTURE
3036,ADVENTURE
3037,PICTURE
3038,SCIENCE
3039,PICTURE
3040,SCIENCE
3041,ADVENTURE
3042,HISTORICAL FICTION
3043,CHAPTER
3044,EASY READER
3045,ACTIVITY
3046,CHAPTER
3047,SCIENCE
3048,MYSTERY
3049,SCIENCE
3050,SCIENCE
3051,REFERENCE
3052,FANTASY
3053,PICTURE
3054,FANTASY
3055,HISTORICAL FICTION
3056,ACTIVITY
3057,GRAPHIC NOVELS
3058,ACTIVITY
3059,COOKBOOK
3060,MYSTERY
3061,CHAPTER
3062,ADVENTURE
3063,CHAPTER
3064,FAMILY & FRIENDSHIP
3065,CONTEMPORARY
3066,CHAPTER
3067,HISTORICAL FICTION
3068,POETRY
3069,FAMILY & FRIENDSHIP
3070,CHAPTER
3071,HISTORICAL FICTION
3072,ACTIVITY
3073,FAMILY & FRIENDSHIP
3074,CONTEMPORARY
3075,EASY READER
3076,EASY READER
3077,INSTRUCTION RESOURCE DIVISION
3078,ADVENTURE
3079,FANTASY
3080,CHAPTER
3081,FANTASY
3082,HISTORICAL FICTION
3083,HISTORICAL FICTION
3084,ADULT FICTION
3085,SPANISH
3086,PICTURE
3087,MYSTERY
3088,COOKBOOK
3089,CHAPTER
3090,SPANISH
3091,PICTURE
3092,HISTORICAL FICTION
3093,REFERENCE
3094,FAMILY & FRIENDSHIP
3095,HISTORICAL FICTION
3096,CHAPTER
3097,CONTEMPORARY
3098,FAMILY & FRIENDSHIP
3099,HUMOR
3100,PICTURE
3101,ACTIVITY
3102,SCIENCE
3103,SCIENCE
3104,FAMILY & FRIENDSHIP
3105,SCIENCE
3106,FANTASY
3107,MYSTERY
3108,PICTURE
3109,FANTASY
3110,FANTASY
3111,CHAPTER
3112,FANTASY
3113,CHAPTER
3114,PICTURE
3115,MYSTERY
3116,ADVENTURE
3117,MYSTERY
3118,MYSTERY
3119,COOKBOOK
3120,MYSTERY
3121,CONTEMPORARY
3122,CHAPTER
3123,FANTASY
3124,CHAPTER
3125,HUMOR
3126,GRAPHIC NOVELS
2546,INSTRUCTION RESOURCE DIVISION
3127,CONTEMPORARY
3128,GRAPHIC NOVELS
3129,PICTURE
3130,HISTORICAL FICTION
3131,PICTURE
3132,PICTURE
3133,PICTURE
3134,HISTORICAL FICTION
3135,SCIENCE
3137,BIOGRAPHY
3138,ADVENTURE
1154,CONTEMPORARY
3141,ACTIVITY
3142,FAMILY & FRIENDSHIP
3143,HISTORY
3144,MYSTERY
3145,HUMOR
3146,COOKBOOK
3147,ACTIVITY
3148,FANTASY
3149,FANTASY
3150,MYSTERY
3151,GRAPHIC NOVELS
3152,GRAPHIC NOVELS
1294,FANTASY
3153,FAMILY & FRIENDSHIP
3154,CHAPTER
3155,HISTORY
3156,FAMILY & FRIENDSHIP
3157,FAMILY & FRIENDSHIP
3158,PICTURE
3159,PICTURE
3160,PICTURE
3161,HISTORY
3162,FAMILY & FRIENDSHIP
3163,REFERENCE
3164,ACTIVITY
3165,PICTURE
3166,FANTASY
3167,PICTURE
3168,ADVENTURE
3169,FAMILY & FRIENDSHIP
3170,CONTEMPORARY
3171,BIOGRAPHY
3172,FANTASY
3173,CONTEMPORARY
3174,FANTASY
3175,FANTASY
3176,FANTASY
3177,FANTASY
3178,BIOGRAPHY
3179,CHAPTER
3180,PICTURE
3181,PICTURE
3182,FAMILY & FRIENDSHIP
3183,PICTURE
3184,PICTURE
3185,PICTURE
3186,CHAPTER
3187,MYSTERY
3188,MYSTERY
3189,FAMILY & FRIENDSHIP
3190,HISTORY
3191,FANTASY
3192,HISTORY
3193,SPANISH
3194,COOKBOOK
3195,ADULT NON FICTION
3196,FANTASY
3197,HISTORICAL FICTION
3198,REFERENCE
3199,GRAPHIC NOVELS
3200,RELIGIOUS
3201,CHAPTER
389,MYSTERY
3202,PICTURE
3203,PICTURE
3204,REFERENCE
3205,FANTASY
3206,SCIENCE
3207,BIOGRAPHY
3208,MYSTERY
3209,COOKBOOK
3210,BIOGRAPHY
3212,CHAPTER
3213,ADVENTURE
3214,FAMILY & FRIENDSHIP
3215,FANTASY
3216,BIOGRAPHY
3217,PICTURE
3218,FAMILY & FRIENDSHIP
3219,PICTURE
3220,PICTURE
1603,PICTURE
3221,COOKBOOK
3222,CHAPTER
3223,CHAPTER
3224,FAMILY & FRIENDSHIP
3225,MYSTERY
3226,HISTORICAL FICTION
3227,PICTURE
3228,PICTURE
3229,EASY READER
3230,CHAPTER
3231,CHAPTER
3232,CHAPTER
3233,BIOGRAPHY
3234,PICTURE
1780,PICTURE
3235,EASY READER
3236,GRAPHIC NOVELS
3237,COOKBOOK
3238,SPORTS
3239,CHAPTER
3240,EASY READER
3241,BIOGRAPHY
3242,CHAPTER
3243,CHAPTER
3244,SCIENCE
3245,CHAPTER
3246,PICTURE
3247,CHAPTER
3248,FAMILY & FRIENDSHIP
3249,CHAPTER
3250,CHAPTER
3251,EASY READER
3252,EASY READER
3253,CHAPTER
3254,FAMILY & FRIENDSHIP
3255,EASY READER
3256,SPORTS
3257,CHAPTER
3258,PICTURE
3259,CHAPTER
2322,CHAPTER
3260,EASY READER
3261,BIOGRAPHY
3262,PICTURE
3263,REFERENCE
3264,FANTASY
3265,THE ARTS (APPRECIATION
3265,MUSIC
3265,DANCE)
3266,SPORTS
3267,FAMILY & FRIENDSHIP
3268,MYSTERY
3269,PICTURE
3270,EASY READER
3271,MYSTERY
3272,PICTURE
3273,EASY READER
3274,HISTORICAL FICTION
3275,FANTASY
3276,CHAPTER
3277,EASY READER
3278,EASY READER
3279,MYSTERY
3280,FANTASY
3281,POETRY
3282,ADVENTURE
3283,EASY READER
3284,CHAPTER
3285,FAMILY & FRIENDSHIP
3286,CHAPTER
3287,REFERENCE
3288,ADVENTURE
3289,REFERENCE
3290,INSTRUCTION RESOURCE DIVISION
3291,GRAPHIC NOVELS
3292,BIOGRAPHY
3293,MYSTERY
3294,BIOGRAPHY
3295,BIOGRAPHY
3296,BIOGRAPHY
3297,EASY READER
3298,EASY READER
3299,SCIENCE
3300,FANTASY
3301,HUMOR
438,HISTORY
3302,PICTURE
3303,PICTURE
3304,ADVENTURE
3305,SPORTS
3306,CHAPTER
3307,HISTORY
3308,HISTORICAL FICTION
3309,FAMILY & FRIENDSHIP
3310,HISTORICAL FICTION
3311,CHAPTER
3312,PICTURE
3313,EASY READER
3314,BIOGRAPHY
3315,HISTORICAL FICTION
3316,FANTASY
3317,PICTURE
1564,PICTURE
3318,ADVENTURE
3319,REFERENCE
3320,HISTORICAL FICTION
3321,ACTIVITY
3322,PICTURE
3323,HISTORICAL FICTION
3324,ACTIVITY
3325,CONTEMPORARY
3326,CONTEMPORARY
3327,CONTEMPORARY
3328,CONTEMPORARY
3329,SCIENCE
3330,REFERENCE
3331,HISTORICAL FICTION
3332,EASY READER
3333,REFERENCE
3334,SCIENCE
3335,ADULT NON FICTION
3336,FAMILY & FRIENDSHIP
3338,FANTASY
3339,FANTASY
3340,PICTURE
3341,FAMILY & FRIENDSHIP
3342,PICTURE
1830,GRAPHIC NOVELS
3343,RELIGIOUS
3344,FANTASY
3345,FAMILY & FRIENDSHIP
3346,PICTURE
3347,FANTASY
3348,PICTURE
3349,ACTIVITY
3350,REFERENCE
3351,PICTURE
3352,SCIENCE
2917,FANTASY
3353,FANTASY
3354,SCIENCE
3355,SPORTS
3356,REFERENCE
3357,SCIENCE
3358,FAMILY & FRIENDSHIP
3359,REFERENCE
3360,FANTASY
3361,SCIENCE
3362,PICTURE
3363,PICTURE
3364,SCIENCE
3365,HISTORICAL FICTION
3366,BIOGRAPHY
3367,FANTASY
3368,PICTURE
3369,PICTURE
3370,PICTURE
3371,GRAPHIC NOVELS
3372,MYSTERY
3373,MYSTERY
3374,MYSTERY
3375,ADVENTURE
3376,HISTORICAL FICTION
3377,BIOGRAPHY
3378,FANTASY
3379,EASY READER
3380,CHAPTER
3381,MYSTERY
3382,EASY READER
3383,PICTURE
3384,COOKBOOK
3385,REFERENCE
3386,COOKBOOK
3387,SCIENCE
3388,PICTURE
3389,CONTEMPORARY
3390,FANTASY
3391,HISTORICAL FICTION
3392,FANTASY
3393,FAMILY & FRIENDSHIP
3394,HISTORICAL FICTION
3395,HISTORICAL FICTION
3396,COOKBOOK
3397,MYSTERY
3398,FANTASY
3399,COOKBOOK
3400,PICTURE
3401,EASY READER
3402,SCIENCE
3403,BIOGRAPHY
3404,ACTIVITY
3405,CONTEMPORARY
3406,ADVENTURE
3407,HISTORY
3408,CHAPTER
3409,PICTURE
3410,SCIENCE
1024,PICTURE
3411,EASY READER
3412,EASY READER
3413,EASY READER
3414,CHAPTER
3415,CHAPTER
3416,REFERENCE
3417,CHAPTER
3418,CHAPTER
3419,CHAPTER
3420,EASY READER
3421,PICTURE
3422,PICTURE
3423,CHAPTER
3424,PICTURE
3425,EASY READER
3426,CHAPTER
3427,BIOGRAPHY
3428,FANTASY
3429,CHAPTER
3430,ADULT NON FICTION
3431,CHAPTER
3432,EASY READER
3433,BIOGRAPHY
3434,FAMILY & FRIENDSHIP
3435,EASY READER
3436,FAMILY & FRIENDSHIP
3437,CHAPTER
3438,PICTURE
3439,PICTURE
3440,CHAPTER
3441,CHAPTER
3442,ADVENTURE
3443,CHAPTER
3444,REFERENCE
3445,INSTRUCTION RESOURCE DIVISION
3446,HISTORY
3447,REFERENCE
3448,PICTURE
3449,MYSTERY
3450,GRAPHIC NOVELS
3451,CHAPTER
3452,COOKBOOK
3453,CHAPTER
3454,HISTORICAL FICTION
3455,MYSTERY
3456,PICTURE
3457,EASY READER
3458,BIOGRAPHY
3459,BIOGRAPHY
3460,FAMILY & FRIENDSHIP
3461,BIOGRAPHY
3462,PICTURE
3463,FANTASY
3464,HISTORICAL FICTION
3465,PICTURE
3466,EASY READER
3467,CHAPTER
3468,REFERENCE
3469,FAMILY & FRIENDSHIP
3470,HISTORY
3471,BIOGRAPHY
3472,PICTURE
3473,BIOGRAPHY
1325,PICTURE
3474,COOKBOOK
3475,EASY READER
3476,ADVENTURE
3477,MYSTERY
3478,FAMILY & FRIENDSHIP
3479,SPANISH
1778,PICTURE
1004,FAMILY & FRIENDSHIP
3480,PICTURE
3481,HISTORY
3482,BIOGRAPHY
3483,BIOGRAPHY
3484,BIOGRAPHY
3485,BIOGRAPHY
3486,BIOGRAPHY
3487,HISTORY
3488,PICTURE
3489,PICTURE
3490,ADULT NON FICTION
3491,PICTURE
3492,PICTURE
3493,FANTASY
3494,CHAPTER
3495,EASY READER
3496,FAMILY & FRIENDSHIP
3497,SPORTS
3498,CHAPTER
3499,SPORTS
3500,CHAPTER
3501,FAMILY & FRIENDSHIP
3502,FANTASY
3503,CHAPTER
3504,EASY READER
3505,REFERENCE
3506,HISTORY
3507,PICTURE
3508,FAMILY & FRIENDSHIP
3509,PICTURE
3510,FANTASY
892,CHAPTER
3511,FAMILY & FRIENDSHIP
3512,REFERENCE
3513,FANTASY
3514,SCIENCE
3515,EASY READER
3516,EASY READER
3517,FAMILY & FRIENDSHIP
3518,MYSTERY
3519,POETRY
3520,CHAPTER
3521,FANTASY
3522,HISTORY
3523,CHAPTER
3524,EASY READER
3525,PICTURE
3526,FAMILY & FRIENDSHIP
3527,COOKBOOK
3528,REFERENCE
3529,PICTURE
3530,REFERENCE
3531,BIOGRAPHY
3532,MYSTERY
3533,CHAPTER
3534,FAMILY & FRIENDSHIP
3535,COOKBOOK
3536,FANTASY
469,HISTORY
3537,BIOGRAPHY
3538,CONTEMPORARY
3539,MYSTERY
3540,FAMILY & FRIENDSHIP
3541,FAMILY & FRIENDSHIP
3542,FANTASY
3543,CONTEMPORARY
3544,INSTRUCTION RESOURCE DIVISION
3545,FAMILY & FRIENDSHIP
3546,ADVENTURE
3547,BIOGRAPHY
3548,FANTASY
3549,ADULT NON FICTION
3550,CONTEMPORARY
3551,FAMILY & FRIENDSHIP
3552,BIOGRAPHY
2288,FAMILY & FRIENDSHIP
3553,REFERENCE
3554,FAMILY & FRIENDSHIP
3555,FAMILY & FRIENDSHIP
3556,GRAPHIC NOVELS
3557,MYSTERY
3558,BIOGRAPHY
3559,FANTASY
3560,CONTEMPORARY
3561,FAMILY & FRIENDSHIP
3562,HISTORY
3563,FAMILY & FRIENDSHIP
3564,ADULT FICTION
3565,REFERENCE
3566,FAMILY & FRIENDSHIP
3567,Convention Sales
3568,FAMILY & FRIENDSHIP
3569,BIOGRAPHY
3570,BIOGRAPHY
3571,FAMILY & FRIENDSHIP
3572,HISTORICAL FICTION
3573,FAMILY & FRIENDSHIP
3574,FAMILY & FRIENDSHIP
3575,CHAPTER
3576,FANTASY
3577,PICTURE
3578,PICTURE
3579,PICTURE
3580,PICTURE
3581,REFERENCE
3582,FAMILY & FRIENDSHIP
3583,SCIENCE
3584,EASY READER
3585,MYSTERY
3586,CHAPTER
3587,FAMILY & FRIENDSHIP
3588,FAMILY & FRIENDSHIP
671,CHAPTER
3589,PICTURE
3590,GRAPHIC NOVELS
3591,MYSTERY
3592,FAMILY & FRIENDSHIP
3593,MYSTERY
3594,PICTURE
3595,PICTURE
3596,COOKBOOK
3597,ACTIVITY
3598,REFERENCE
3599,COOKBOOK
3600,REFERENCE
3601,PICTURE
819,EASY READER
3602,PICTURE
3603,FANTASY
3604,PICTURE
3605,CONTEMPORARY
3606,FANTASY
3607,PICTURE
3608,POSTERS
3609,PICTURE
3610,PICTURE
3611,PICTURE
3612,COOKBOOK
3613,PICTURE
3614,REFERENCE
3615,CHAPTER
3616,CHAPTER
3617,EASY READER
3618,CHAPTER
3619,FANTASY
3620,CHAPTER
3621,FAMILY & FRIENDSHIP
3622,HISTORICAL FICTION
3623,EASY READER
3624,EASY READER
3625,EASY READER
3626,CHAPTER
3627,PICTURE
3628,BIOGRAPHY
3629,MYSTERY
3630,CHAPTER
3631,PICTURE
3632,EASY READER
3633,CHAPTER
3634,FAMILY & FRIENDSHIP
3635,SCIENCE
3636,CHAPTER
3637,PICTURE
3638,ACTIVITY
3639,SPORTS
3640,SPORTS
3641,CHAPTER
3642,EASY READER
3643,HISTORICAL FICTION
3644,FANTASY
3645,EASY READER
3646,HISTORY
2159,BIOGRAPHY
3647,BIOGRAPHY
3648,BIOGRAPHY
3649,BIOGRAPHY
3650,ADULT FICTION
3651,ADVENTURE
3652,COOKBOOK
3653,PICTURE
3654,HUMOR
3655,COOKBOOK
3656,MYSTERY
3657,MYSTERY
3658,REFERENCE
3659,CONTEMPORARY
3660,HISTORICAL FICTION
3661,COOKBOOK
3662,FANTASY
3663,CONTEMPORARY
3664,GRAPHIC NOVELS
3665,INSTRUCTION RESOURCE DIVISION
3666,CONTEMPORARY
3667,EASY READER
3668,FANTASY
3669,POETRY
3670,PICTURE
3671,REFERENCE
3672,PICTURE
3673,PICTURE
3674,PICTURE
3675,HISTORICAL FICTION
3676,POSTERS
3677,HISTORICAL FICTION
3678,REFERENCE
3680,BIOGRAPHY
3681,PICTURE
3682,BIOGRAPHY
3683,CHAPTER
3684,PICTURE
3685,RELIGIOUS
3686,PICTURE
3687,PICTURE
3688,CHAPTER
3689,PICTURE
3690,INSTRUCTION RESOURCE DIVISION
3691,FANTASY
3692,ADVENTURE
3693,SPANISH
3694,PICTURE
3695,PICTURE
3696,PICTURE
3697,HISTORY
3698,PICTURE
3699,PICTURE
3700,SCIENCE
3701,CONTEMPORARY
3702,SCIENCE
3703,BIOGRAPHY
3704,ADULT FICTION
3705,HISTORICAL FICTION
3706,FANTASY
3707,PICTURE
3708,PICTURE
3709,CHAPTER
3710,HISTORY
3711,CHAPTER
3712,PICTURE
3713,HISTORY
3714,GRAPHIC NOVELS
3715,COOKBOOK
2595,FAMILY & FRIENDSHIP
3716,PICTURE
3717,RELIGIOUS
3718,FAMILY & FRIENDSHIP
3719,PICTURE
3720,PICTURE
3721,MYSTERY
3722,PICTURE
3723,COOKBOOK
3724,EASY READER
3725,PICTURE
3726,EASY READER
3727,FAMILY & FRIENDSHIP
3728,CHAPTER
3729,SCIENCE
3730,EASY READER
3731,COOKBOOK
3732,FANTASY
3733,PICTURE
3734,PICTURE
3735,PICTURE
3736,CHAPTER
3737,BIOGRAPHY
3738,CHAPTER
3739,THE ARTS (APPRECIATION
3739,MUSIC
3739,DANCE)
3740,PICTURE
3741,ADULT NON FICTION
3742,CHAPTER
3743,SCIENCE
3744,CHAPTER
3745,EASY READER
3746,BIOGRAPHY
3747,BIOGRAPHY
3748,SPORTS
3749,PICTURE
3750,MYSTERY
3751,HISTORY
3752,PICTURE
3753,CHAPTER
3754,PICTURE
3755,RELIGIOUS
3756,PICTURE
3757,PICTURE
3758,PICTURE
3759,HISTORY
3760,BIOGRAPHY
3761,PICTURE
3762,HISTORICAL FICTION
3763,HISTORY
3764,BIOGRAPHY
3765,FANTASY
3766,HUMOR
3767,HISTORICAL FICTION
3768,EASY READER
3769,PICTURE
983,BIOGRAPHY
3770,COOKBOOK
3771,FANTASY
3772,ADULT NON FICTION
3773,PICTURE
3774,PICTURE
3775,CHAPTER
3776,FAMILY & FRIENDSHIP
3777,FAMILY & FRIENDSHIP
3778,FANTASY
3779,SCIENCE
3780,BIOGRAPHY
3781,EASY READER
3782,CHAPTER
3783,EASY READER
3784,CHAPTER
3785,BIOGRAPHY
3786,BIOGRAPHY
3787,PICTURE
3788,REFERENCE
3789,PICTURE
3790,CHAPTER
3791,EASY READER
3792,CHAPTER
3793,CHAPTER
3794,ACTIVITY
3795,PICTURE
3796,PICTURE
3797,ADVENTURE
3798,CHAPTER
3799,CHAPTER
3800,CHAPTER
3801,PICTURE
3802,CHAPTER
3803,ADVENTURE
3804,EASY READER
3805,PICTURE
3806,EASY READER
3807,MYSTERY
3808,POETRY
3809,MYSTERY
3810,PICTURE
3811,EASY READER
3812,GRAPHIC NOVELS
3813,FAMILY & FRIENDSHIP
3814,MYSTERY
3815,CHAPTER
3816,ACTIVITY
3817,HISTORY
3818,FAMILY & FRIENDSHIP
3819,REFERENCE
3820,STATIONERY
3821,ADVENTURE
3822,PICTURE
3823,BIOGRAPHY
3824,PICTURE
533,INSTRUCTION RESOURCE DIVISION
3826,SPANISH
3827,CHAPTER
3828,COOKBOOK
3829,FAMILY & FRIENDSHIP
3830,FANTASY
3832,PICTURE
3833,REFERENCE
3834,FAMILY & FRIENDSHIP
3835,SCIENCE
3836,CHAPTER
3837,CONTEMPORARY
3838,FAMILY & FRIENDSHIP
3839,FAMILY & FRIENDSHIP
3840,CHAPTER
3841,MYSTERY
3842,RELIGIOUS
3843,RELIGIOUS
3844,PICTURE
3845,FANTASY
3846,RELIGIOUS
3847,FANTASY
3848,SPANISH
3849,PICTURE
3850,FANTASY
3851,CONTEMPORARY
3852,FANTASY
3853,REFERENCE
3854,FANTASY
3855,FANTASY
3856,EASY READER
3857,PICTURE
3858,MYSTERY
3859,CONTEMPORARY
3860,FAMILY & FRIENDSHIP
3861,SCIENCE
3862,ADVENTURE
3863,CONTEMPORARY
3864,CONTEMPORARY
3865,ACTIVITY
3866,FANTASY
3867,CHAPTER
3868,CHAPTER
3869,CHAPTER
3870,HISTORY
3871,HUMOR
3872,GRAPHIC NOVELS
3873,PICTURE
3874,EASY READER
3875,CHAPTER
3876,REFERENCE
3877,FAMILY & FRIENDSHIP
3878,FAMILY & FRIENDSHIP
3879,CHAPTER
3880,PICTURE
3881,FAMILY & FRIENDSHIP
3882,SPANISH
3883,ADVENTURE
3884,FAMILY & FRIENDSHIP
3885,FANTASY
3886,BIOGRAPHY
3887,CONTEMPORARY
3888,ADULT FICTION
3889,GRAPHIC NOVELS
3890,HISTORICAL FICTION
3891,MYSTERY
3892,FAMILY & FRIENDSHIP
3893,GRAPHIC NOVELS
3894,GRAPHIC NOVELS
3895,HISTORICAL FICTION
3896,SCIENCE
3897,SPANISH
3898,SPANISH
3899,PICTURE
3900,ADVENTURE
2,PICTURE
3901,FAMILY & FRIENDSHIP
3902,BIOGRAPHY
3903,FAMILY & FRIENDSHIP
3904,FANTASY
3905,FANTASY
3906,GRAPHIC NOVELS
3907,REFERENCE
3908,FAMILY & FRIENDSHIP
3909,GRAPHIC NOVELS
3910,CONTEMPORARY
3911,FAMILY & FRIENDSHIP
3912,COOKBOOK
3913,CHAPTER
3914,CHAPTER
3915,SPANISH
3916,PICTURE
3917,PICTURE
3918,PICTURE
3919,HISTORICAL FICTION
3920,COOKBOOK
3921,CHAPTER
3922,PICTURE
3924,EASY READER
3925,PICTURE
3926,EASY READER
3927,HISTORICAL FICTION
3928,FAMILY & FRIENDSHIP
3929,PICTURE
3930,BIOGRAPHY
3931,SPORTS
3932,EASY READER
3933,FANTASY
3934,HISTORICAL FICTION
3935,BIOGRAPHY
3936,HISTORICAL FICTION
3937,REFERENCE
3938,SPORTS
3939,FAMILY & FRIENDSHIP
3940,CHAPTER
3941,PICTURE
3942,EASY READER
3943,STATIONERY
3944,EASY READER
3945,ACTIVITY
25,CONTEMPORARY
3946,HISTORICAL FICTION
3947,HISTORICAL FICTION
3948,CHAPTER
3949,PICTURE
2853,PICTURE
3950,PICTURE
3951,FANTASY
3952,BIOGRAPHY
3953,CONTEMPORARY
3954,ADVENTURE
3955,CHAPTER
3956,MYSTERY
3957,CONTEMPORARY
3958,CONTEMPORARY
3959,HUMOR
3960,FANTASY
2829,FANTASY
3961,FANTASY
3962,FANTASY
3963,CHAPTER
3964,CHAPTER
3965,FANTASY
3966,PICTURE
757,PICTURE
3967,REFERENCE
3968,HUMOR
3969,FANTASY
3970,COOKBOOK
3971,FANTASY
3972,HISTORY
3973,CONTEMPORARY
3974,CONTEMPORARY
3975,ADULT FICTION
3976,ADVENTURE
3977,EASY READER
3978,PICTURE
3979,CHAPTER
3980,CHAPTER
3981,FAMILY & FRIENDSHIP
3982,HISTORICAL FICTION
3983,MYSTERY
3984,ADVENTURE
3985,MYSTERY
3986,GRAPHIC NOVELS
3987,CHAPTER
3988,ADVENTURE
3989,BIOGRAPHY
3990,CONTEMPORARY
3991,FANTASY
3992,GRAPHIC NOVELS
3993,ACTIVITY
3994,FANTASY
3995,FANTASY
3996,PICTURE
3997,PICTURE
3998,PICTURE
3999,PICTURE
4000,COOKBOOK
4001,RELIGIOUS
4002,HISTORICAL FICTION
4003,FAMILY & FRIENDSHIP
4004,CHAPTER
4005,HISTORY
4006,HISTORICAL FICTION
4007,FANTASY
4008,RELIGIOUS
4009,ADVENTURE
4010,CHAPTER
4011,PICTURE
4012,CONTEMPORARY
4013,CONTEMPORARY
4014,CONTEMPORARY
4015,FAMILY & FRIENDSHIP
4016,FAMILY & FRIENDSHIP
4017,CHAPTER
4018,CHAPTER
4019,EASY READER
4020,PICTURE
4021,FAMILY & FRIENDSHIP
4022,SCIENCE
2457,PICTURE
4023,CHAPTER
4024,CHAPTER
4025,CHAPTER
4028,CHAPTER
4029,CHAPTER
4030,ADVENTURE
4031,FANTASY
4032,FAMILY & FRIENDSHIP
4033,ACTIVITY
4034,REFERENCE
4035,ACTIVITY
4036,FAMILY & FRIENDSHIP
4037,EASY READER
4038,CHAPTER
4039,GRAPHIC NOVELS
4041,PICTURE
4042,CONTEMPORARY
4043,HISTORICAL FICTION
4044,FANTASY
4045,PICTURE
4047,ACQUISITION
4048,FANTASY
4049,SPANISH
4050,SPANISH
4051,SPANISH
4052,SPANISH
4053,PICTURE
4054,REFERENCE
4055,ACTIVITY
4056,SPANISH
4057,SPANISH
4058,BIOGRAPHY
4059,MYSTERY
4060,SPORTS
4061,FANTASY
4062,EASY READER
4063,PICTURE
4064,EASY READER
4065,COOKBOOK
4066,HISTORY
4067,CHAPTER
4068,EASY READER
4069,EASY READER
4070,POETRY
4071,BIOGRAPHY
4072,MYSTERY
4073,ADULT NON FICTION
4074,BIOGRAPHY
4075,CONTEMPORARY
2374,FAMILY & FRIENDSHIP
4076,SPANISH
4077,COOKBOOK
4078,PICTURE
4079,HISTORY
4080,HISTORY
4081,FAMILY & FRIENDSHIP
4082,HISTORY
4083,MYSTERY
4084,COOKBOOK
4085,ADULT NON FICTION
4086,ADVENTURE
4087,EASY READER
4088,CHAPTER
4089,FANTASY
4090,CHAPTER
4091,CHAPTER
4092,PICTURE
4093,CHAPTER
4094,REFERENCE
1161,EASY READER
4095,HISTORICAL FICTION
4096,MYSTERY
4097,CHAPTER
4098,PICTURE
4099,SCIENCE
4100,SPORTS
