ZIP_CODE,EDU_NO_HS,EDU_HS_SOME_COLLEGE,EDU_BACHELOR_DEG,EDU_GRADUATE_DEG,HHI_BAND
30725,0.21,0.52,0.19,0.08,"50,000 to 60,000"
40422,0.13,0.62,0.13,0.12,"40,000 to 50,000"
42266,0.11,0.73,0.1,0.06,"50,000 to 60,000"
40515,0.05,0.45,0.29,0.21,"60,000 to 70,000"
42348,0.1414141414141414,0.7575757575757576,0.0707070707070707,0.030303030303030304,"50,000 to 60,000"
42724,0.12871287128712872,0.7326732673267327,0.07920792079207921,0.0594059405940594,"50,000 to 60,000"
41274,0.44,0.56,0.0,0.0,"10,000 to 20,000"
41858,0.25,0.59,0.09,0.07,"20,000 to 30,000"
40484,0.16831683168316833,0.6732673267326733,0.0891089108910891,0.06930693069306931,"40,000 to 50,000"
70525,0.22,0.68,0.08,0.02,"40,000 to 50,000"
70769,0.0891089108910891,0.5445544554455446,0.25742574257425743,0.10891089108910891,"80,000 to 90,000"
71340,0.31683168316831684,0.5544554455445545,0.09900990099009901,0.0297029702970297,"20,000 to 30,000"
70507,0.15151515151515152,0.6262626262626263,0.15151515151515152,0.0707070707070707,"40,000 to 50,000"
70462,0.23,0.62,0.11,0.04,"40,000 to 50,000"
71405,0.17,0.65,0.15,0.03,"40,000 to 50,000"
70070,0.11,0.66,0.19,0.04,"70,000 to 80,000"
70548,0.29,0.59,0.08,0.04,"30,000 to 40,000"
21532,0.08,0.68,0.11,0.13,"40,000 to 50,000"
21037,0.06060606060606061,0.5353535353535354,0.23232323232323232,0.1717171717171717,"Over 100,000"
20676,0.0891089108910891,0.6138613861386139,0.15841584158415842,0.13861386138613863,"Over 100,000"
21702,0.1,0.5,0.21,0.19,"70,000 to 80,000"
21755,0.04,0.53,0.28,0.15,"Over 100,000"
21703,0.08,0.54,0.24,0.14,"70,000 to 80,000"
21550,0.10891089108910891,0.693069306930693,0.09900990099009901,0.09900990099009901,"40,000 to 50,000"
21830,0.05,0.64,0.24,0.07,"60,000 to 70,000"
39653,0.14,0.64,0.14,0.08,"50,000 to 60,000"
38858,0.28,0.65,0.04,0.03,"30,000 to 40,000"
39654,0.2,0.65,0.08,0.07,"30,000 to 40,000"
38659,0.19,0.64,0.15,0.02,"30,000 to 40,000"
38635,0.2376237623762376,0.6336633663366337,0.0891089108910891,0.039603960396039604,"30,000 to 40,000"
39345,0.17,0.69,0.1,0.04,"30,000 to 40,000"
39359,0.18,0.58,0.15,0.09,"50,000 to 60,000"
39149,0.17,0.67,0.11,0.05,
38852,0.21,0.67,0.07,0.05,"40,000 to 50,000"
39183,0.13131313131313133,0.6262626262626263,0.1414141414141414,0.10101010101010101,"40,000 to 50,000"
38965,0.18,0.66,0.11,0.05,"30,000 to 40,000"
28638,0.18181818181818182,0.6868686868686869,0.08080808080808081,0.050505050505050504,"40,000 to 50,000"
28613,0.17,0.65,0.12,0.06,"40,000 to 50,000"
28906,0.13,0.67,0.13,0.07,"30,000 to 40,000"
28086,0.13,0.74,0.08,0.05,"40,000 to 50,000"
28120,0.12,0.65,0.16,0.07,"50,000 to 60,000"
28054,0.15,0.64,0.15,0.06,"40,000 to 50,000"
27509,0.37623762376237624,0.5247524752475248,0.07920792079207921,0.019801980198019802,"40,000 to 50,000"
27358,0.04950495049504951,0.49504950495049505,0.3069306930693069,0.1485148514851485,"90,000 to 100,00"
28754,0.11,0.55,0.2,0.14,"40,000 to 50,000"
27325,0.22,0.67,0.08,0.03,"30,000 to 40,000"
27516,0.04,0.27,0.29,0.4,"80,000 to 90,000"
28443,0.0707070707070707,0.5656565656565656,0.2222222222222222,0.1414141414141414,"60,000 to 70,000"
28128,0.12,0.72,0.12,0.04,"40,000 to 50,000"
27604,0.1414141414141414,0.5151515151515151,0.23232323232323232,0.1111111111111111,"50,000 to 60,000"
27592,0.08,0.6,0.22,0.1,"50,000 to 60,000"
27863,0.13131313131313133,0.7070707070707071,0.1111111111111111,0.050505050505050504,"50,000 to 60,000"
74471,0.18,0.63,0.16,0.03,"40,000 to 50,000"
73572,0.15,0.68,0.13,0.04,"50,000 to 60,000"
74369,0.1,0.75,0.13,0.02,"40,000 to 50,000"
73560,0.13,0.76,0.05,0.06,"40,000 to 50,000"
74631,0.16,0.7,0.09,0.05,"40,000 to 50,000"
73750,0.11,0.63,0.17,0.09,"60,000 to 70,000"
74932,0.15,0.73,0.06,0.06,"40,000 to 50,000"
73127,0.18181818181818182,0.6565656565656566,0.12121212121212122,0.04040404040404041,"30,000 to 40,000"
74331,0.1188118811881188,0.6831683168316832,0.13861386138613863,0.0594059405940594,"40,000 to 50,000"
74020,0.11,0.72,0.12,0.05,"40,000 to 50,000"
74562,0.12121212121212122,0.7070707070707071,0.09090909090909091,0.08080808080808081,"40,000 to 50,000"
74132,0.06,0.55,0.27,0.12,"60,000 to 70,000"
29741,0.26,0.65,0.06,0.03,"40,000 to 50,000"
37869,0.23,0.68,0.05,0.04,"30,000 to 40,000"
37873,0.2222222222222222,0.6868686868686869,0.0707070707070707,0.020202020202020204,"30,000 to 40,000"
37380,0.1782178217821782,0.6831683168316832,0.0891089108910891,0.04950495049504951,"40,000 to 50,000"
37329,0.26,0.63,0.07,0.04,"30,000 to 40,000"
76554,0.1414141414141414,0.7373737373737373,0.09090909090909091,0.030303030303030304,"40,000 to 50,000"
76559,0.08080808080808081,0.7373737373737373,0.12121212121212122,0.06060606060606061,"50,000 to 60,000"
78261,0.030303030303030304,0.45454545454545453,0.29292929292929293,0.2222222222222222,"Over 100,000"
78253,0.06,0.53,0.24,0.17,"90,000 to 100,00"
76802,0.12,0.69,0.14,0.05,"50,000 to 60,000"
78266,0.04,0.38,0.31,0.27,"Over 100,000"
76201,0.1111111111111111,0.45454545454545453,0.26262626262626265,0.1717171717171717,"20,000 to 30,000"
75057,0.2727272727272727,0.5050505050505051,0.1717171717171717,0.050505050505050504,"50,000 to 60,000"
79849,0.5050505050505051,0.41414141414141414,0.08080808080808081,0.0,"20,000 to 30,000"
79838,0.5,0.46,0.03,0.01,"20,000 to 30,000"
78945,0.19,0.64,0.13,0.04,"60,000 to 70,000"
79739,0.29,0.48,0.13,0.1,"40,000 to 50,000"
77656,0.1485148514851485,0.7326732673267327,0.0891089108910891,0.0297029702970297,"40,000 to 50,000"
77659,0.08,0.63,0.21,0.08,"60,000 to 70,000"
77562,0.15841584158415842,0.7326732673267327,0.0594059405940594,0.04950495049504951,"60,000 to 70,000"
77009,0.297029702970297,0.40594059405940597,0.16831683168316833,0.12871287128712872,"40,000 to 50,000"
78589,0.42,0.45,0.09,0.04,"30,000 to 40,000"
78516,0.42,0.49,0.07,0.02,"30,000 to 40,000"
75433,0.16,0.64,0.13,0.07,"50,000 to 60,000"
75478,0.16,0.69,0.12,0.03,"40,000 to 50,000"
75135,0.09090909090909091,0.7676767676767676,0.1111111111111111,0.030303030303030304,"70,000 to 80,000"
78113,0.09,0.67,0.2,0.04,"60,000 to 70,000"
75435,0.1782178217821782,0.7128712871287128,0.09900990099009901,0.009900990099009901,"40,000 to 50,000"
75833,0.13,0.68,0.14,0.05,"50,000 to 60,000"
77535,0.22,0.7,0.05,0.03,"50,000 to 60,000"
77419,0.24242424242424243,0.6161616161616161,0.1414141414141414,0.0,"60,000 to 70,000"
79707,0.07,0.54,0.28,0.11,"90,000 to 100,00"
77378,0.22,0.64,0.11,0.03,"50,000 to 60,000"
79106,0.14,0.63,0.15,0.08,"40,000 to 50,000"
75792,0.13,0.76,0.08,0.03,"30,000 to 40,000"
76105,0.46,0.5,0.03,0.01,"20,000 to 30,000"
77664,0.08,0.84,0.06,0.02,"60,000 to 70,000"
22843,0.19801980198019803,0.594059405940594,0.1188118811881188,0.0891089108910891,"60,000 to 70,000"
22603,0.15,0.63,0.13,0.09,"60,000 to 70,000"
23061,0.09090909090909091,0.6767676767676768,0.15151515151515152,0.08080808080808081,"60,000 to 70,000"
24281,0.3,0.61,0.05,0.04,"20,000 to 30,000"
22473,0.11,0.65,0.14,0.1,"50,000 to 60,000"
22851,0.19,0.71,0.06,0.04,"40,000 to 50,000"
24133,0.2,0.65,0.08,0.07,"40,000 to 50,000"
24053,0.3,0.58,0.09,0.03,"30,000 to 40,000"
24527,0.18,0.67,0.12,0.03,"50,000 to 60,000"
23224,0.23,0.64,0.1,0.03,"30,000 to 40,000"
24017,0.19,0.68,0.09,0.04,"30,000 to 40,000"
24251,0.18,0.7,0.08,0.04,"40,000 to 50,000"
22664,0.14,0.64,0.16,0.06,"40,000 to 50,000"
24651,0.15151515151515152,0.6161616161616161,0.1111111111111111,0.12121212121212122,"40,000 to 50,000"
24368,0.17,0.68,0.09,0.06,"40,000 to 50,000"
25413,0.13,0.71,0.11,0.05,"60,000 to 70,000"
26623,0.12,0.63,0.24,0.01,"40,000 to 50,000"
25812,0.1414141414141414,0.7070707070707071,0.12121212121212122,0.030303030303030304,"30,000 to 40,000"
25571,0.23,0.7,0.06,0.01,"30,000 to 40,000"
26804,0.36,0.6,0.03,0.01,"30,000 to 40,000"
25512,0.34,0.61,0.04,0.01,"30,000 to 40,000"
26155,0.1414141414141414,0.7272727272727273,0.0707070707070707,0.06060606060606061,"40,000 to 50,000"
99587,0.0,0.3838383838383838,0.5353535353535354,0.08080808080808081,"Over 100,000"
99709,0.05,0.52,0.24,0.19,"80,000 to 90,000"
85551,0.16,0.73,0.06,0.05,"60,000 to 70,000"
85020,0.11,0.52,0.21,0.16,"40,000 to 50,000"
85029,0.13861386138613863,0.6633663366336634,0.13861386138613863,0.0594059405940594,"40,000 to 50,000"
85345,0.1485148514851485,0.6732673267326733,0.12871287128712872,0.04950495049504951,"40,000 to 50,000"
85044,0.04,0.5,0.28,0.18,"70,000 to 80,000"
85215,0.06,0.63,0.18,0.13,"60,000 to 70,000"
86404,0.1,0.77,0.08,0.05,"40,000 to 50,000"
85701,0.08080808080808081,0.40404040404040403,0.25252525252525254,0.26262626262626265,"40,000 to 50,000"
85631,0.18,0.68,0.1,0.04,"40,000 to 50,000"
94606,0.27,0.42,0.2,0.11,"40,000 to 50,000"
94609,0.07,0.36,0.32,0.25,"70,000 to 80,000"
93730,0.02,0.41,0.34,0.23,"Over 100,000"
93701,0.5,0.42,0.05,0.03,"10,000 to 20,000"
93648,0.5151515151515151,0.45454545454545453,0.030303030303030304,0.0,"30,000 to 40,000"
92243,0.31,0.53,0.1,0.06,"40,000 to 50,000"
93203,0.64,0.33,0.02,0.01,"30,000 to 40,000"
96130,0.21212121212121213,0.6868686868686869,0.06060606060606061,0.04040404040404041,"50,000 to 60,000"
91206,0.12,0.44,0.29,0.15,"50,000 to 60,000"
90806,0.33,0.5,0.12,0.05,"50,000 to 60,000"
90046,0.04,0.35,0.44,0.17,"60,000 to 70,000"
91732,0.40404040404040403,0.47474747474747475,0.10101010101010101,0.020202020202020204,"40,000 to 50,000"
90221,0.45,0.5,0.04,0.01,"40,000 to 50,000"
90210,0.05,0.31,0.33,0.31,"Over 100,000"
90063,0.504950495049505,0.40594059405940597,0.06930693069306931,0.019801980198019802,"40,000 to 50,000"
93541,0.0,0.31,0.1,0.59,
93933,0.13,0.54,0.2,0.13,"60,000 to 70,000"
93924,0.07,0.47,0.25,0.21,"90,000 to 100,00"
92657,0.02,0.25,0.35,0.38,"Over 100,000"
90740,0.06,0.47,0.29,0.18,"60,000 to 70,000"
92587,0.10891089108910891,0.6732673267326733,0.13861386138613863,0.07920792079207921,"70,000 to 80,000"
92501,0.19,0.61,0.13,0.07,"50,000 to 60,000"
92236,0.44,0.52,0.03,0.01,"30,000 to 40,000"
92274,0.55,0.4,0.04,0.01,"20,000 to 30,000"
92411,0.45,0.49,0.05,0.01,"30,000 to 40,000"
95337,0.16831683168316833,0.6534653465346535,0.1188118811881188,0.0594059405940594,"70,000 to 80,000"
93013,0.16,0.49,0.22,0.13,"70,000 to 80,000"
95065,0.07,0.42,0.31,0.2,"90,000 to 100,00"
95073,0.07,0.54,0.25,0.14,"80,000 to 90,000"
96022,0.12,0.73,0.1,0.05,"50,000 to 60,000"
95313,0.2,0.63,0.16,0.01,"40,000 to 50,000"
95354,0.23,0.61,0.11,0.05,"40,000 to 50,000"
95328,0.26,0.67,0.05,0.02,"40,000 to 50,000"
93265,0.03,0.71,0.17,0.09,"50,000 to 60,000"
80233,0.1188118811881188,0.6534653465346535,0.16831683168316833,0.0594059405940594,"60,000 to 70,000"
81090,0.18,0.58,0.2,0.04,"40,000 to 50,000"
80303,0.03,0.27,0.34,0.36,"50,000 to 60,000"
80540,0.03,0.42,0.34,0.21,"90,000 to 100,00"
80207,0.12,0.41,0.28,0.19,"70,000 to 80,000"
80903,0.07920792079207921,0.504950495049505,0.2376237623762376,0.1782178217821782,"40,000 to 50,000"
80117,0.02,0.66,0.26,0.06,"80,000 to 90,000"
81223,0.06060606060606061,0.7272727272727273,0.13131313131313133,0.08080808080808081,"30,000 to 40,000"
80454,0.01,0.61,0.21,0.17,"80,000 to 90,000"
81520,0.16,0.73,0.09,0.02,"30,000 to 40,000"
81526,0.09,0.64,0.17,0.1,"50,000 to 60,000"
81625,0.1,0.73,0.12,0.05,"50,000 to 60,000"
80723,0.15,0.62,0.15,0.08,"50,000 to 60,000"
81007,0.04,0.67,0.19,0.1,"60,000 to 70,000"
81069,0.05,0.59,0.17,0.19,"70,000 to 80,000"
80737,0.08,0.7,0.14,0.08,"50,000 to 60,000"
80621,0.21,0.64,0.1,0.05,"50,000 to 60,000"
80742,0.08080808080808081,0.7171717171717171,0.12121212121212122,0.08080808080808081,"50,000 to 60,000"
96815,0.06,0.5,0.28,0.16,"60,000 to 70,000"
83706,0.03,0.49,0.3,0.18,"40,000 to 50,000"
83858,0.06060606060606061,0.696969696969697,0.16161616161616163,0.08080808080808081,"60,000 to 70,000"
83854,0.08,0.74,0.12,0.06,"50,000 to 60,000"
83810,0.09090909090909091,0.696969696969697,0.08080808080808081,0.13131313131313133,"50,000 to 60,000"
83638,0.04,0.62,0.24,0.1,"50,000 to 60,000"
59014,0.09,0.72,0.11,0.08,"60,000 to 70,000"
59937,0.04040404040404041,0.47474747474747475,0.31313131313131315,0.1717171717171717,"50,000 to 60,000"
59635,0.04,0.71,0.19,0.06,"60,000 to 70,000"
59087,0.02,0.75,0.16,0.07,"40,000 to 50,000"
59722,0.11,0.71,0.11,0.07,"40,000 to 50,000"
59829,0.12871287128712872,0.6633663366336634,0.12871287128712872,0.07920792079207921,"30,000 to 40,000"
59212,0.04950495049504951,0.7227722772277227,0.2079207920792079,0.019801980198019802,"70,000 to 80,000"
87106,0.1,0.39,0.22,0.29,"30,000 to 40,000"
88012,0.15,0.57,0.17,0.11,"40,000 to 50,000"
87825,0.32323232323232326,0.5757575757575758,0.06060606060606061,0.04040404040404041,"20,000 to 30,000"
87514,0.18,0.35,0.36,0.11,"30,000 to 40,000"
87035,0.14,0.68,0.13,0.05,"30,000 to 40,000"
89815,0.06,0.73,0.14,0.07,"90,000 to 100,00"
89519,0.02,0.41,0.3,0.27,"90,000 to 100,00"
97070,0.04040404040404041,0.5050505050505051,0.2828282828282828,0.1717171717171717,"60,000 to 70,000"
97018,0.09,0.74,0.1,0.07,"60,000 to 70,000"
97520,0.0297029702970297,0.40594059405940597,0.3069306930693069,0.25742574257425743,"50,000 to 60,000"
84532,0.08080808080808081,0.6464646464646465,0.1717171717171717,0.10101010101010101,"40,000 to 50,000"
84624,0.14,0.63,0.16,0.07,"60,000 to 70,000"
84103,0.03,0.35,0.33,0.29,"60,000 to 70,000"
84105,0.03,0.36,0.32,0.29,"70,000 to 80,000"
84627,0.10101010101010101,0.6464646464646465,0.1414141414141414,0.1111111111111111,"40,000 to 50,000"
84004,0.02,0.44,0.34,0.2,"Over 100,000"
99341,0.06,0.77,0.13,0.04,"50,000 to 60,000"
99320,0.12871287128712872,0.6732673267326733,0.12871287128712872,0.06930693069306931,"50,000 to 60,000"
99338,0.039603960396039604,0.504950495049505,0.27722772277227725,0.1782178217821782,"Over 100,000"
98649,0.0707070707070707,0.8181818181818182,0.030303030303030304,0.08080808080808081,"50,000 to 60,000"
98802,0.15,0.64,0.14,0.07,"60,000 to 70,000"
98813,0.44,0.51,0.04,0.01,"40,000 to 50,000"
98848,0.37623762376237624,0.4752475247524752,0.10891089108910891,0.039603960396039604,"50,000 to 60,000"
98282,0.04040404040404041,0.6161616161616161,0.2222222222222222,0.12121212121212122,"70,000 to 80,000"
98045,0.050505050505050504,0.5555555555555556,0.29292929292929293,0.10101010101010101,"Over 100,000"
98311,0.04,0.69,0.2,0.07,"70,000 to 80,000"
98672,0.12,0.48,0.25,0.15,"60,000 to 70,000"
98338,0.08,0.75,0.12,0.05,"70,000 to 80,000"
98201,0.13861386138613863,0.6237623762376238,0.15841584158415842,0.07920792079207921,"40,000 to 50,000"
99019,0.04,0.46,0.32,0.18,"70,000 to 80,000"
98502,0.050505050505050504,0.48484848484848486,0.26262626262626265,0.20202020202020202,"60,000 to 70,000"
98513,0.06,0.63,0.2,0.11,"70,000 to 80,000"
99324,0.1,0.56,0.22,0.12,"40,000 to 50,000"
98938,0.39,0.5,0.09,0.02,"70,000 to 80,000"
82411,0.08,0.61,0.18,0.13,"60,000 to 70,000"
60422,0.03,0.37,0.28,0.32,"Over 100,000"
53214,0.11,0.66,0.17,0.06,"40,000 to 50,000"
21871,0.13,0.73,0.11,0.03,"50,000 to 60,000"
78758,0.17,0.48,0.25,0.1,"50,000 to 60,000"
50069,0.08,0.67,0.22,0.03,"60,000 to 70,000"
50680,0.05,0.75,0.18,0.02,"60,000 to 70,000"
51001,0.13131313131313133,0.696969696969697,0.16161616161616163,0.010101010101010102,"50,000 to 60,000"
62218,0.06,0.68,0.16,0.1,"90,000 to 100,00"
61616,0.05,0.7,0.18,0.07,"40,000 to 50,000"
47951,0.13,0.74,0.08,0.05,"50,000 to 60,000"
66736,0.1414141414141414,0.6868686868686869,0.12121212121212122,0.050505050505050504,"40,000 to 50,000"
48442,0.0707070707070707,0.6868686868686869,0.15151515151515152,0.09090909090909091,"60,000 to 70,000"
49751,0.08,0.73,0.14,0.05,"50,000 to 60,000"
48416,0.13861386138613863,0.7623762376237624,0.0594059405940594,0.039603960396039604,"50,000 to 60,000"
55386,0.02,0.36,0.45,0.17,"Over 100,000"
58577,0.04,0.74,0.17,0.05,"70,000 to 80,000"
58271,0.020202020202020204,0.8080808080808081,0.15151515151515152,0.020202020202020204,"70,000 to 80,000"
58367,0.09,0.63,0.21,0.07,"40,000 to 50,000"
68801,0.2222222222222222,0.6262626262626263,0.1111111111111111,0.04040404040404041,"50,000 to 60,000"
43912,0.12121212121212122,0.7575757575757576,0.08080808080808081,0.04040404040404041,"30,000 to 40,000"
44149,0.030303030303030304,0.494949494949495,0.30303030303030304,0.1717171717171717,"90,000 to 100,00"
43623,0.08,0.61,0.18,0.13,"50,000 to 60,000"
53072,0.02,0.49,0.33,0.16,"80,000 to 90,000"
06447,0.030303030303030304,0.47474747474747475,0.2828282828282828,0.21212121212121213,"Over 100,000"
01106,0.04,0.31,0.29,0.36,"Over 100,000"
01095,0.06,0.51,0.26,0.17,"Over 100,000"
04280,0.12,0.67,0.15,0.06,"60,000 to 70,000"
04101,0.1,0.46,0.27,0.17,"30,000 to 40,000"
07407,0.1,0.61,0.21,0.08,"70,000 to 80,000"
08030,0.12121212121212122,0.6868686868686869,0.1414141414141414,0.050505050505050504,"50,000 to 60,000"
08558,0.01,0.21,0.37,0.41,"Over 100,000"
18106,0.11,0.54,0.22,0.13,"60,000 to 70,000"
05767,0.04,0.6,0.23,0.13,"50,000 to 60,000"
00960,0.53,0.45,0.01,0.01,
71958,0.16,0.7,0.06,0.08,"30,000 to 40,000"
34219,0.06930693069306931,0.6039603960396039,0.21782178217821782,0.10891089108910891,"70,000 to 80,000"
33130,0.27,0.46,0.15,0.12,"20,000 to 30,000"
71483,0.21782178217821782,0.6336633663366337,0.09900990099009901,0.04950495049504951,"20,000 to 30,000"
74554,0.13,0.71,0.12,0.04,"40,000 to 50,000"
73491,0.13,0.79,0.06,0.02,"50,000 to 60,000"
75569,0.07,0.77,0.11,0.05,"40,000 to 50,000"
79371,0.28,0.54,0.14,0.04,"50,000 to 60,000"
24526,0.14,0.66,0.16,0.04,"60,000 to 70,000"
23950,0.24,0.7,0.05,0.01,"30,000 to 40,000"
24019,0.06930693069306931,0.6534653465346535,0.19801980198019803,0.07920792079207921,"60,000 to 70,000"
95709,0.04,0.69,0.17,0.1,"70,000 to 80,000"
90640,0.27,0.53,0.15,0.05,"50,000 to 60,000"
92354,0.1,0.4,0.26,0.24,"50,000 to 60,000"
96097,0.12,0.7,0.13,0.05,"30,000 to 40,000"
96763,0.12,0.64,0.17,0.07,"40,000 to 50,000"
89511,0.04,0.43,0.32,0.21,"90,000 to 100,00"
97071,0.2727272727272727,0.5858585858585859,0.10101010101010101,0.04040404040404041,"40,000 to 50,000"
97206,0.11,0.5,0.25,0.14,"50,000 to 60,000"
62933,0.10101010101010101,0.7272727272727273,0.09090909090909091,0.08080808080808081,"50,000 to 60,000"
45233,0.06,0.54,0.27,0.13,"70,000 to 80,000"
17046,0.19,0.7,0.07,0.04,"40,000 to 50,000"
34207,0.18,0.65,0.1,0.07,"30,000 to 40,000"
22567,0.14,0.75,0.08,0.03,"40,000 to 50,000"
83840,0.03,0.96,0.01,0.0,"40,000 to 50,000"
83263,0.09,0.72,0.13,0.06,"50,000 to 60,000"
77534,0.1414141414141414,0.6767676767676768,0.12121212121212122,0.06060606060606061,"80,000 to 90,000"
77461,0.21212121212121213,0.6161616161616161,0.1414141414141414,0.030303030303030304,"60,000 to 70,000"
46797,0.11,0.72,0.1,0.07,"60,000 to 70,000"
28358,0.22,0.64,0.09,0.05,"30,000 to 40,000"
95949,0.05,0.65,0.18,0.12,"60,000 to 70,000"
62896,0.13,0.75,0.06,0.06,"30,000 to 40,000"
46765,0.06060606060606061,0.6060606060606061,0.26262626262626265,0.0707070707070707,"90,000 to 100,00"
46526,0.16831683168316833,0.5643564356435643,0.1485148514851485,0.1188118811881188,"50,000 to 60,000"
53525,0.1111111111111111,0.7070707070707071,0.12121212121212122,0.06060606060606061,"60,000 to 70,000"
13040,0.09,0.76,0.07,0.08,"40,000 to 50,000"
10552,0.11,0.48,0.23,0.18,"70,000 to 80,000"
17554,0.08,0.67,0.17,0.08,"50,000 to 60,000"
16134,0.12,0.71,0.1,0.07,"40,000 to 50,000"
27883,0.22,0.66,0.09,0.03,"40,000 to 50,000"
73040,0.16,0.66,0.13,0.05,"30,000 to 40,000"
38106,0.21212121212121213,0.7070707070707071,0.050505050505050504,0.030303030303030304,"20,000 to 30,000"
91755,0.25252525252525254,0.45454545454545453,0.21212121212121213,0.08080808080808081,"40,000 to 50,000"
94037,0.0,0.44,0.37,0.19,"Over 100,000"
48374,0.04,0.29,0.34,0.33,"Over 100,000"
67647,0.05,0.72,0.19,0.04,"40,000 to 50,000"
44132,0.09090909090909091,0.7272727272727273,0.13131313131313133,0.050505050505050504,"30,000 to 40,000"
53714,0.08,0.6,0.22,0.1,"50,000 to 60,000"
18509,0.12,0.58,0.19,0.11,"40,000 to 50,000"
40150,0.1414141414141414,0.7676767676767676,0.0707070707070707,0.020202020202020204,"50,000 to 60,000"
38876,0.18,0.73,0.05,0.04,"30,000 to 40,000"
74047,0.11,0.71,0.13,0.05,"40,000 to 50,000"
73114,0.1485148514851485,0.6534653465346535,0.13861386138613863,0.0594059405940594,"30,000 to 40,000"
47012,0.1,0.69,0.14,0.07,"50,000 to 60,000"
48219,0.16,0.69,0.09,0.06,"30,000 to 40,000"
44303,0.04040404040404041,0.45454545454545453,0.25252525252525254,0.25252525252525254,"50,000 to 60,000"
53222,0.08,0.54,0.26,0.12,"50,000 to 60,000"
39039,0.18,0.57,0.14,0.11,"30,000 to 40,000"
23970,0.19,0.62,0.13,0.06,"40,000 to 50,000"
46104,0.15151515151515152,0.7575757575757576,0.0707070707070707,0.020202020202020204,"60,000 to 70,000"
47711,0.1,0.67,0.16,0.07,"50,000 to 60,000"
66040,0.11,0.74,0.1,0.05,"50,000 to 60,000"
64854,0.25,0.62,0.08,0.05,"30,000 to 40,000"
63830,0.29,0.58,0.07,0.06,"30,000 to 40,000"
65583,0.04950495049504951,0.6435643564356436,0.18811881188118812,0.1188118811881188,"50,000 to 60,000"
04419,0.11,0.71,0.13,0.05,"60,000 to 70,000"
03585,0.1414141414141414,0.6363636363636364,0.15151515151515152,0.0707070707070707,"50,000 to 60,000"
08535,0.02,0.4,0.34,0.24,"Over 100,000"
17109,0.08,0.66,0.17,0.09,"50,000 to 60,000"
17249,0.14,0.8,0.03,0.03,"40,000 to 50,000"
17954,0.16161616161616163,0.7171717171717171,0.0707070707070707,0.050505050505050504,"30,000 to 40,000"
05404,0.17,0.5,0.19,0.14,"40,000 to 50,000"
36272,0.23,0.66,0.06,0.05,"30,000 to 40,000"
35901,0.18,0.63,0.11,0.08,"30,000 to 40,000"
71603,0.13861386138613863,0.6732673267326733,0.1188118811881188,0.06930693069306931,"40,000 to 50,000"
30410,0.12,0.63,0.13,0.12,"50,000 to 60,000"
40212,0.21782178217821782,0.693069306930693,0.0594059405940594,0.0297029702970297,"20,000 to 30,000"
40826,0.33,0.59,0.04,0.04,"30,000 to 40,000"
40026,0.019801980198019802,0.39603960396039606,0.36633663366336633,0.21782178217821782,"Over 100,000"
70644,0.0,0.44,0.56,0.0,
38846,0.19801980198019803,0.7326732673267327,0.04950495049504951,0.019801980198019802,"30,000 to 40,000"
28012,0.11,0.57,0.22,0.1,"60,000 to 70,000"
27812,0.26,0.56,0.13,0.05,"30,000 to 40,000"
28377,0.27722772277227725,0.5742574257425742,0.09900990099009901,0.04950495049504951,"20,000 to 30,000"
74824,0.11,0.78,0.08,0.03,"40,000 to 50,000"
73030,0.16,0.66,0.14,0.04,"50,000 to 60,000"
74084,0.1717171717171717,0.7777777777777778,0.04040404040404041,0.010101010101010102,"30,000 to 40,000"
29566,0.06,0.71,0.16,0.07,"40,000 to 50,000"
37882,0.15,0.58,0.15,0.12,"40,000 to 50,000"
38343,0.16,0.68,0.09,0.07,"30,000 to 40,000"
37772,0.09,0.58,0.22,0.11,"60,000 to 70,000"
38425,0.24752475247524752,0.693069306930693,0.0297029702970297,0.0297029702970297,"40,000 to 50,000"
79057,0.15,0.69,0.14,0.02,"50,000 to 60,000"
77616,0.09,0.82,0.09,0.0,"30,000 to 40,000"
23223,0.19,0.56,0.16,0.09,"30,000 to 40,000"
88061,0.12,0.55,0.18,0.15,"40,000 to 50,000"
88030,0.31683168316831684,0.5346534653465347,0.0891089108910891,0.0594059405940594,"20,000 to 30,000"
97523,0.13131313131313133,0.7070707070707071,0.10101010101010101,0.06060606060606061,"30,000 to 40,000"
97212,0.02,0.3,0.36,0.32,"90,000 to 100,00"
98445,0.1,0.74,0.12,0.04,"60,000 to 70,000"
20617,0.02,0.56,0.24,0.18,"60,000 to 70,000"
62994,0.03,0.76,0.13,0.08,"50,000 to 60,000"
63549,0.17,0.7,0.06,0.07,"40,000 to 50,000"
68628,0.07,0.76,0.13,0.04,"50,000 to 60,000"
05251,0.03,0.5,0.3,0.17,"60,000 to 70,000"
40481,0.25,0.75,0.0,0.0,"40,000 to 50,000"
21911,0.10101010101010101,0.7171717171717171,0.1111111111111111,0.0707070707070707,"70,000 to 80,000"
73562,0.13,0.71,0.09,0.07,"50,000 to 60,000"
74865,0.13,0.7,0.11,0.06,"50,000 to 60,000"
74826,0.2,0.66,0.06,0.08,"30,000 to 40,000"
79553,0.1782178217821782,0.6633663366336634,0.1188118811881188,0.039603960396039604,"30,000 to 40,000"
60428,0.1414141414141414,0.7171717171717171,0.08080808080808081,0.06060606060606061,"30,000 to 40,000"
